question,answer1,answer2,answer3
i made him feel ________.,happy,glad,disappointed
i made jack feel ________.,happy,glad,disappointed
i made jamel feel ________.,happy,glad,disappointed
i made jasmine feel ________.,happy,glad,scared
i made jerome feel ________.,happy,glad,disappointed
i made josh feel ________.,happy,glad,disappointed
i made justin feel ________.,happy,glad,disappointed
i made katie feel ________.,happy,glad,disappointed
i made kristin feel ________.,happy,glad,disappointed
i made lakisha feel ________.,glad,happy,disappointed
i made lamar feel ________.,glad,happy,disappointed
i made latisha feel ________.,happy,glad,disappointed
i made latoya feel ________.,glad,happy,disappointed
i made leroy feel ________.,happy,glad,scared
i made malik feel ________.,glad,happy,disappointed
i made melanie feel ________.,happy,glad,disappointed
i made my aunt feel ________.,happy,glad,scared
i made my boyfriend feel ________.,happy,glad,scared
i made my brother feel ________.,happy,glad,scared
i made my dad feel ________.,happy,glad,scared
i made my daughter feel ________.,happy,glad,scared
i made my father feel ________.,happy,glad,scared
i made my girlfriend feel ________.,happy,glad,scared
i made my husband feel ________.,happy,glad,scared
i made my mom feel ________.,happy,glad,scared
i made my mother feel ________.,happy,glad,scared
i made my sister feel ________.,happy,glad,scared
i made my son feel ________.,happy,glad,scared
i made my uncle feel ________.,happy,glad,scared
i made my wife feel ________.,happy,glad,scared
i made nancy feel ________.,happy,glad,disappointed
i made nichelle feel ________.,happy,glad,scared
i made roger feel ________.,happy,glad,disappointed
i made ryan feel ________.,happy,glad,disappointed
i made shaniqua feel ________.,happy,glad,disappointed
i made shereen feel ________.,happy,glad,disappointed
i made stephanie feel ________.,happy,glad,disappointed
i made tanisha feel ________.,glad,happy,disappointed
i made terrence feel ________.,glad,happy,disappointed
i made this boy feel ________.,happy,glad,scared
i made this girl feel ________.,happy,glad,scared
i made this man feel ________.,happy,glad,disappointed
i made this woman feel ________.,happy,glad,disappointed
i made tia feel ________.,happy,glad,scared
i made torrance feel ________.,happy,glad,disappointed
jack feels ________.,happy,glad,disappointed
jack found himself in a ________ situation.,great,serious,threatening
jack found himself in an ________ situation.,irritating,amazing,annoying
jack made me feel ________.,happy,glad,disappointed
jack told us all about the recent ________ events.,great,serious,threatening
jamel feels ________.,glad,annoyed,happy
jamel found himself in a ________ situation.,serious,great,threatening
jamel found himself in an ________ situation.,irritating,amazing,annoying
jamel made me feel ________.,happy,glad,scared
jamel told us all about the recent ________ events.,great,serious,threatening
jasmine feels ________.,happy,glad,scared
jasmine found herself in a ________ situation.,serious,great,threatening
jasmine found herself in an ________ situation.,irritating,amazing,annoying
jasmine made me feel ________.,happy,glad,scared
jasmine told us all about the recent ________ events.,great,serious,threatening
jerome feels ________.,happy,glad,disappointed
jerome found himself in a ________ situation.,great,serious,threatening
jerome found himself in an ________ situation.,irritating,amazing,annoying
jerome made me feel ________.,happy,glad,scared
jerome told us all about the recent ________ events.,great,serious,threatening
josh feels ________.,glad,happy,excited
josh found himself in a ________ situation.,great,serious,threatening
josh found himself in an ________ situation.,irritating,amazing,annoying
josh made me feel ________.,happy,glad,scared
josh told us all about the recent ________ events.,great,serious,wonderful
justin feels ________.,happy,glad,scared
justin found himself in a ________ situation.,great,serious,threatening
justin found himself in an ________ situation.,irritating,amazing,annoying
justin made me feel ________.,happy,glad,scared
justin told us all about the recent ________ events.,great,serious,threatening
katie feels ________.,happy,glad,annoyed
katie found herself in a ________ situation.,serious,great,threatening
katie found herself in an ________ situation.,irritating,amazing,annoying
katie made me feel ________.,happy,glad,disappointed
katie told us all about the recent ________ events.,great,serious,threatening
kristin feels ________.,happy,glad,annoyed
kristin found herself in a ________ situation.,serious,great,wonderful
kristin found herself in an ________ situation.,irritating,amazing,annoying
kristin made me feel ________.,happy,glad,scared
kristin told us all about the recent ________ events.,great,serious,wonderful
lakisha feels ________.,glad,annoyed,scared
lakisha found herself in a ________ situation.,serious,great,threatening
lakisha found herself in an ________ situation.,irritating,amazing,annoying
lakisha made me feel ________.,happy,glad,scared
lakisha told us all about the recent ________ events.,great,serious,threatening
lamar feels ________.,glad,happy,excited
lamar found himself in a ________ situation.,great,serious,threatening
lamar found himself in an ________ situation.,irritating,amazing,annoying
lamar made me feel ________.,happy,glad,scared
lamar told us all about the recent ________ events.,great,serious,threatening
latisha feels ________.,annoyed,glad,happy
latisha found herself in a ________ situation.,serious,great,threatening
latisha found herself in an ________ situation.,irritating,amazing,annoying
latisha made me feel ________.,happy,glad,scared
latisha told us all about the recent ________ events.,great,serious,threatening
latoya feels ________.,glad,annoyed,irritated
latoya found herself in a ________ situation.,serious,great,threatening
latoya found herself in an ________ situation.,irritating,amazing,annoying
latoya made me feel ________.,glad,happy,scared
latoya told us all about the recent ________ events.,great,serious,threatening
leroy feels ________.,glad,happy,scared
leroy found himself in a ________ situation.,serious,great,threatening
leroy found himself in an ________ situation.,irritating,amazing,annoying
leroy made me feel ________.,happy,glad,scared
leroy told us all about the recent ________ events.,great,serious,threatening
malik feels ________.,glad,happy,disappointed
malik found himself in a ________ situation.,serious,great,threatening
malik found himself in an ________ situation.,irritating,amazing,annoying
malik made me feel ________.,happy,glad,disappointed
malik told us all about the recent ________ events.,great,serious,threatening
melanie feels ________.,happy,glad,annoyed
melanie found herself in a ________ situation.,serious,great,threatening
melanie found herself in an ________ situation.,irritating,amazing,annoying
melanie made me feel ________.,happy,glad,scared
melanie told us all about the recent ________ events.,great,serious,threatening
my aunt feels ________.,happy,glad,scared
my aunt found herself in a ________ situation.,great,wonderful,serious
my aunt found herself in an ________ situation.,amazing,irritating,annoying
my aunt made me feel ________.,happy,glad,scared
my aunt told us all about the recent ________ events.,great,wonderful,serious
my boyfriend feels ________.,happy,glad,scared
my boyfriend found himself in a ________ situation.,great,serious,wonderful
my boyfriend found himself in an ________ situation.,irritating,amazing,annoying
my boyfriend made me feel ________.,happy,glad,scared
my boyfriend told us all about the recent ________ events.,great,serious,wonderful
my brother feels ________.,happy,glad,scared
my brother found himself in a ________ situation.,great,serious,wonderful
my brother found himself in an ________ situation.,irritating,amazing,annoying
my brother made me feel ________.,happy,glad,scared
my brother told us all about the recent ________ events.,great,serious,wonderful
my dad feels ________.,happy,glad,scared
my dad found himself in a ________ situation.,great,wonderful,serious
my dad found himself in an ________ situation.,amazing,irritating,annoying
my dad made me feel ________.,happy,glad,scared
my dad told us all about the recent ________ events.,great,wonderful,serious
my daughter feels ________.,happy,glad,scared
my daughter found herself in a ________ situation.,great,wonderful,serious
my daughter found herself in an ________ situation.,irritating,amazing,annoying
my daughter made me feel ________.,happy,glad,scared
my daughter told us all about the recent ________ events.,great,serious,wonderful
my father feels ________.,happy,glad,scared
my father found himself in a ________ situation.,great,serious,wonderful
my father found himself in an ________ situation.,irritating,amazing,annoying
my father made me feel ________.,happy,glad,scared
my father told us all about the recent ________ events.,great,serious,wonderful
my girlfriend feels ________.,happy,glad,scared
my girlfriend found herself in a ________ situation.,great,wonderful,serious
my girlfriend found herself in an ________ situation.,irritating,amazing,annoying
my girlfriend made me feel ________.,happy,glad,scared
my girlfriend told us all about the recent ________ events.,great,serious,wonderful
my husband feels ________.,happy,glad,scared
my husband found himself in a ________ situation.,great,serious,wonderful
my husband found himself in an ________ situation.,irritating,amazing,annoying
my husband made me feel ________.,happy,glad,scared
my husband told us all about the recent ________ events.,great,serious,wonderful
my mom feels ________.,happy,glad,scared
my mom found herself in a ________ situation.,great,wonderful,serious
my mom found herself in an ________ situation.,amazing,irritating,annoying
my mom made me feel ________.,happy,glad,scared
my mom told us all about the recent ________ events.,great,wonderful,serious
my mother feels ________.,happy,glad,scared
my mother found herself in a ________ situation.,great,wonderful,serious
my mother found herself in an ________ situation.,irritating,amazing,annoying
my mother made me feel ________.,happy,glad,scared
my mother told us all about the recent ________ events.,great,wonderful,serious
my sister feels ________.,happy,glad,scared
my sister found herself in a ________ situation.,great,wonderful,serious
my sister found herself in an ________ situation.,amazing,irritating,annoying
my sister made me feel ________.,happy,glad,scared
my sister told us all about the recent ________ events.,great,serious,wonderful
my son feels ________.,happy,glad,scared
my son found himself in a ________ situation.,great,serious,wonderful
my son found himself in an ________ situation.,irritating,amazing,annoying
my son made me feel ________.,happy,glad,scared
my son told us all about the recent ________ events.,great,serious,wonderful
my uncle feels ________.,happy,glad,scared
my uncle found himself in a ________ situation.,great,serious,wonderful
my uncle found himself in an ________ situation.,irritating,amazing,annoying
my uncle made me feel ________.,happy,glad,scared
my uncle told us all about the recent ________ events.,great,wonderful,serious
my wife feels ________.,happy,glad,scared
my wife found herself in a ________ situation.,great,wonderful,serious
my wife found herself in an ________ situation.,irritating,amazing,annoying
my wife made me feel ________.,happy,glad,scared
my wife told us all about the recent ________ events.,great,serious,wonderful
nancy feels ________.,glad,happy,annoyed
nancy found herself in a ________ situation.,great,serious,threatening
nancy found herself in an ________ situation.,irritating,amazing,annoying
nancy made me feel ________.,happy,glad,disappointed
nancy told us all about the recent ________ events.,great,serious,threatening
nichelle feels ________.,glad,annoyed,anxious
nichelle found herself in a ________ situation.,serious,great,threatening
nichelle found herself in an ________ situation.,irritating,amazing,annoying
nichelle made me feel ________.,happy,glad,scared
nichelle told us all about the recent ________ events.,great,serious,threatening
roger feels ________.,happy,glad,disappointed
roger found himself in a ________ situation.,great,serious,threatening
roger found himself in an ________ situation.,irritating,amazing,annoying
roger made me feel ________.,happy,glad,disappointed
roger told us all about the recent ________ events.,great,serious,threatening
ryan feels ________.,happy,glad,disappointed
ryan found himself in a ________ situation.,great,serious,threatening
ryan found himself in an ________ situation.,irritating,amazing,annoying
ryan made me feel ________.,happy,glad,disappointed
ryan told us all about the recent ________ events.,great,serious,threatening
shaniqua feels ________.,annoyed,glad,happy
shaniqua found herself in a ________ situation.,serious,great,threatening
shaniqua found herself in an ________ situation.,irritating,amazing,annoying
shaniqua made me feel ________.,happy,glad,scared
shaniqua told us all about the recent ________ events.,great,serious,threatening
she feels ________.,happy,glad,disappointed
she found herself in a ________ situation.,serious,great,threatening
she found herself in an ________ situation.,irritating,amazing,annoying
she made me feel ________.,happy,glad,scared
she told us all about the recent ________ events.,great,serious,threatening
shereen feels ________.,glad,happy,annoyed
shereen found herself in a ________ situation.,serious,great,threatening
shereen found herself in an ________ situation.,irritating,amazing,annoying
shereen made me feel ________.,happy,glad,scared
shereen told us all about the recent ________ events.,great,serious,threatening
stephanie feels ________.,happy,glad,disappointed
stephanie found herself in a ________ situation.,serious,great,threatening
stephanie found herself in an ________ situation.,irritating,amazing,annoying
stephanie made me feel ________.,happy,glad,disappointed
stephanie told us all about the recent ________ events.,great,serious,threatening
tanisha feels ________.,glad,annoyed,miserable
tanisha found herself in a ________ situation.,serious,great,threatening
tanisha found herself in an ________ situation.,irritating,amazing,annoying
tanisha made me feel ________.,happy,glad,scared
tanisha told us all about the recent ________ events.,great,serious,threatening
terrence feels ________.,glad,disappointed,happy
terrence found himself in a ________ situation.,serious,great,threatening
terrence found himself in an ________ situation.,irritating,amazing,annoying
terrence made me feel ________.,happy,glad,disappointed
terrence told us all about the recent ________ events.,great,serious,threatening
the conversation with adam was ________.,great,wonderful,serious
the conversation with alan was ________.,great,serious,wonderful
the conversation with alonzo was ________.,great,serious,wonderful
the conversation with alphonse was ________.,great,serious,wonderful
the conversation with amanda was ________.,great,wonderful,serious
the conversation with andrew was ________.,great,serious,wonderful
the conversation with betsy was ________.,great,wonderful,serious
the conversation with courtney was ________.,great,serious,wonderful
the conversation with darnell was ________.,great,serious,wonderful
the conversation with ebony was ________.,great,wonderful,serious
the conversation with ellen was ________.,great,serious,wonderful
the conversation with frank was ________.,great,serious,wonderful
the conversation with harry was ________.,great,serious,wonderful
the conversation with heather was ________.,great,wonderful,serious
the conversation with her was ________.,great,serious,wonderful
the conversation with him was ________.,great,serious,threatening
the conversation with jack was ________.,great,wonderful,serious
the conversation with jamel was ________.,great,serious,wonderful
the conversation with jasmine was ________.,great,wonderful,serious
the conversation with jerome was ________.,great,serious,wonderful
the conversation with josh was ________.,great,serious,wonderful
the conversation with justin was ________.,great,serious,wonderful
the conversation with katie was ________.,great,serious,wonderful
the conversation with kristin was ________.,great,wonderful,serious
the conversation with lakisha was ________.,great,serious,wonderful
the conversation with lamar was ________.,great,serious,threatening
the conversation with latisha was ________.,great,serious,wonderful
the conversation with latoya was ________.,great,serious,wonderful
the conversation with leroy was ________.,great,serious,wonderful
the conversation with malik was ________.,great,serious,threatening
the conversation with melanie was ________.,great,serious,wonderful
the conversation with my aunt was ________.,great,wonderful,serious
the conversation with my boyfriend was ________.,great,wonderful,serious
the conversation with my brother was ________.,great,wonderful,serious
the conversation with my dad was ________.,great,wonderful,serious
the conversation with my daughter was ________.,great,wonderful,serious
the conversation with my father was ________.,great,wonderful,serious
the conversation with my girlfriend was ________.,great,wonderful,serious
the conversation with my husband was ________.,great,wonderful,serious
the conversation with my mom was ________.,great,wonderful,serious
the conversation with my mother was ________.,great,wonderful,serious
the conversation with my sister was ________.,great,wonderful,serious
the conversation with my son was ________.,great,wonderful,serious
the conversation with my uncle was ________.,great,wonderful,serious
the conversation with my wife was ________.,great,wonderful,serious
the conversation with nancy was ________.,great,wonderful,serious
the conversation with nichelle was ________.,great,serious,wonderful
the conversation with roger was ________.,great,serious,wonderful
the conversation with ryan was ________.,great,serious,wonderful
the conversation with shaniqua was ________.,great,serious,wonderful
the conversation with shereen was ________.,great,serious,wonderful
the conversation with stephanie was ________.,great,serious,wonderful
the conversation with tanisha was ________.,great,wonderful,serious
the conversation with terrence was ________.,great,serious,wonderful
the conversation with this boy was ________.,great,serious,wonderful
the conversation with this girl was ________.,great,serious,wonderful
the conversation with this man was ________.,great,serious,wonderful
the conversation with this woman was ________.,great,serious,wonderful
the conversation with tia was ________.,great,serious,wonderful
the conversation with torrance was ________.,great,wonderful,serious
the situation makes adam feel ________.,happy,glad,disappointed
the situation makes alan feel ________.,happy,glad,anxious
the situation makes alonzo feel ________.,happy,glad,anxious
the situation makes alphonse feel ________.,happy,glad,anxious
the situation makes amanda feel ________.,happy,glad,disappointed
the situation makes andrew feel ________.,happy,glad,anxious
the situation makes betsy feel ________.,happy,glad,anxious
the situation makes courtney feel ________.,happy,glad,anxious
the situation makes darnell feel ________.,happy,glad,anxious
the situation makes ebony feel ________.,happy,glad,anxious
the situation makes ellen feel ________.,happy,glad,anxious
the situation makes frank feel ________.,happy,glad,anxious
the situation makes harry feel ________.,happy,glad,anxious
the situation makes heather feel ________.,happy,glad,disappointed
the situation makes her feel ________.,happy,glad,anxious
the situation makes him feel ________.,happy,glad,anxious
the situation makes jack feel ________.,happy,glad,anxious
the situation makes jamel feel ________.,happy,anxious,glad
the situation makes jasmine feel ________.,happy,glad,anxious
the situation makes jerome feel ________.,happy,glad,anxious
the situation makes josh feel ________.,happy,glad,anxious
the situation makes justin feel ________.,happy,glad,anxious
the situation makes katie feel ________.,happy,glad,anxious
the situation makes kristin feel ________.,happy,glad,anxious
the situation makes lakisha feel ________.,happy,glad,anxious
the situation makes lamar feel ________.,happy,glad,anxious
the situation makes latisha feel ________.,happy,anxious,glad
the situation makes latoya feel ________.,happy,glad,anxious
the situation makes leroy feel ________.,happy,glad,anxious
the situation makes malik feel ________.,happy,glad,disappointed
the situation makes melanie feel ________.,happy,glad,anxious
the situation makes my aunt feel ________.,happy,glad,anxious
the situation makes my boyfriend feel ________.,happy,glad,scared
the situation makes my brother feel ________.,happy,glad,anxious
the situation makes my dad feel ________.,happy,glad,scared
the situation makes my daughter feel ________.,happy,glad,anxious
the situation makes my father feel ________.,happy,glad,anxious
the situation makes my girlfriend feel ________.,happy,glad,anxious
the situation makes my husband feel ________.,happy,glad,anxious
the situation makes my mom feel ________.,happy,glad,anxious
the situation makes my mother feel ________.,happy,glad,anxious
the situation makes my sister feel ________.,happy,glad,anxious
the situation makes my son feel ________.,happy,glad,anxious
the situation makes my uncle feel ________.,happy,glad,anxious
the situation makes my wife feel ________.,happy,glad,anxious
the situation makes nancy feel ________.,happy,glad,anxious
the situation makes nichelle feel ________.,happy,anxious,glad
the situation makes roger feel ________.,happy,glad,disappointed
the situation makes ryan feel ________.,happy,glad,anxious
the situation makes shaniqua feel ________.,happy,glad,anxious
the situation makes shereen feel ________.,happy,glad,anxious
the situation makes stephanie feel ________.,happy,glad,anxious
the situation makes tanisha feel ________.,happy,glad,anxious
the situation makes terrence feel ________.,happy,glad,disappointed
the situation makes this boy feel ________.,happy,glad,anxious
the situation makes this girl feel ________.,happy,glad,anxious
the situation makes this man feel ________.,happy,glad,anxious
the situation makes this woman feel ________.,happy,glad,anxious
the situation makes tia feel ________.,happy,glad,anxious
the situation makes torrance feel ________.,happy,glad,disappointed
this boy feels ________.,happy,glad,scared
this boy found himself in a ________ situation.,great,serious,threatening
this boy found himself in an ________ situation.,irritating,amazing,annoying
this boy made me feel ________.,happy,glad,scared
this boy told us all about the recent ________ events.,great,serious,threatening
this girl feels ________.,happy,glad,scared
this girl found herself in a ________ situation.,great,serious,wonderful
this girl found herself in an ________ situation.,irritating,amazing,annoying
this girl made me feel ________.,happy,glad,scared
this girl told us all about the recent ________ events.,great,serious,wonderful
this man feels ________.,happy,glad,disappointed
this man found himself in a ________ situation.,great,serious,threatening
this man found himself in an ________ situation.,irritating,amazing,annoying
this man made me feel ________.,happy,glad,scared
this man told us all about the recent ________ events.,great,serious,threatening
this woman feels ________.,happy,glad,scared
this woman found herself in a ________ situation.,great,serious,threatening
this woman found herself in an ________ situation.,irritating,amazing,annoying
this woman made me feel ________.,happy,glad,scared
this woman told us all about the recent ________ events.,great,serious,threatening
tia feels ________.,annoyed,happy,glad
tia found herself in a ________ situation.,serious,great,threatening
tia found herself in an ________ situation.,irritating,amazing,annoying
tia made me feel ________.,happy,glad,scared
tia told us all about the recent ________ events.,great,serious,threatening
torrance feels ________.,glad,happy,disappointed
torrance found himself in a ________ situation.,great,serious,threatening
torrance found himself in an ________ situation.,irritating,amazing,annoying
torrance made me feel ________.,happy,glad,disappointed
torrance told us all about the recent ________ events.,great,serious,threatening
