question,answer1,answer2,answer3
ebony found herself in a ________ situation.,great,grim,serious
ebony found herself in an ________ situation.,amazing,annoying,outrageous
ebony made me feel ________.,miserable,anxious,depressed
ebony told us all about the recent ________ events.,great,funny,threatening
ellen feels ________.,sad,scared,angry
ellen found herself in a ________ situation.,great,grim,wonderful
ellen found herself in an ________ situation.,amazing,annoying,outrageous
ellen made me feel ________.,miserable,anxious,depressed
ellen told us all about the recent ________ events.,great,funny,amazing
frank feels ________.,excited,angry,scared
frank found himself in a ________ situation.,great,serious,grim
frank found himself in an ________ situation.,amazing,annoying,outrageous
frank made me feel ________.,miserable,sad,scared
frank told us all about the recent ________ events.,great,threatening,grim
harry feels ________.,angry,excited,scared
harry found himself in a ________ situation.,great,serious,grim
harry found himself in an ________ situation.,amazing,annoying,outrageous
harry made me feel ________.,miserable,sad,scared
harry told us all about the recent ________ events.,great,funny,amazing
he feels ________.,angry,scared,sad
he found himself in a ________ situation.,great,serious,grim
he found himself in an ________ situation.,amazing,annoying,outrageous
he made me feel ________.,miserable,scared,sad
he told us all about the recent ________ events.,great,amazing,funny
heather feels ________.,disappointed,glad,terrified
heather found herself in a ________ situation.,great,grim,serious
heather found herself in an ________ situation.,amazing,annoying,outrageous
heather made me feel ________.,miserable,anxious,depressed
heather told us all about the recent ________ events.,great,funny,threatening
i made adam feel ________.,miserable,happy,excited
i made alan feel ________.,miserable,happy,excited
i made alonzo feel ________.,miserable,happy,excited
i made alphonse feel ________.,miserable,devastated,furious
i made amanda feel ________.,miserable,excited,angry
i made andrew feel ________.,miserable,happy,excited
i made betsy feel ________.,miserable,sad,scared
i made courtney feel ________.,miserable,scared,sad
i made darnell feel ________.,miserable,anxious,depressed
i made ebony feel ________.,miserable,sad,scared
i made ellen feel ________.,miserable,excited,angry
i made frank feel ________.,miserable,happy,excited
i made harry feel ________.,miserable,happy,excited
i made heather feel ________.,miserable,sad,scared
i made her feel ________.,miserable,anxious,depressed
i made him feel ________.,miserable,anxious,depressed
i made jack feel ________.,miserable,happy,excited
i made jamel feel ________.,miserable,happy,excited
i made jasmine feel ________.,miserable,sad,scared
i made jerome feel ________.,miserable,sad,scared
i made josh feel ________.,miserable,excited,angry
i made justin feel ________.,miserable,disappointed,glad
i made katie feel ________.,miserable,angry,scared
i made kristin feel ________.,miserable,anxious,depressed
i made lakisha feel ________.,miserable,happy,excited
i made lamar feel ________.,miserable,scared,sad
i made latisha feel ________.,miserable,happy,excited
i made latoya feel ________.,miserable,happy,excited
i made leroy feel ________.,miserable,anxious,depressed
i made malik feel ________.,miserable,devastated,furious
i made melanie feel ________.,miserable,scared,sad
i made my aunt feel ________.,miserable,terrified,devastated
i made my boyfriend feel ________.,miserable,sad,scared
i made my brother feel ________.,miserable,scared,sad
i made my dad feel ________.,miserable,scared,sad
i made my daughter feel ________.,miserable,angry,excited
i made my father feel ________.,miserable,excited,angry
i made my girlfriend feel ________.,miserable,anxious,depressed
i made my husband feel ________.,miserable,angry,excited
i made my mom feel ________.,miserable,angry,excited
i made my mother feel ________.,miserable,excited,angry
i made my sister feel ________.,miserable,angry,scared
i made my son feel ________.,miserable,angry,excited
i made my uncle feel ________.,miserable,disappointed,glad
i made my wife feel ________.,miserable,excited,angry
i made nancy feel ________.,miserable,happy,excited
i made nichelle feel ________.,miserable,happy,excited
i made roger feel ________.,miserable,excited,angry
i made ryan feel ________.,miserable,happy,excited
i made shaniqua feel ________.,miserable,happy,excited
i made shereen feel ________.,miserable,happy,excited
i made stephanie feel ________.,miserable,sad,scared
i made tanisha feel ________.,miserable,happy,excited
i made terrence feel ________.,miserable,happy,excited
i made this boy feel ________.,miserable,excited,angry
i made this girl feel ________.,miserable,anxious,depressed
i made this man feel ________.,miserable,disappointed,glad
i made this woman feel ________.,miserable,scared,angry
i made tia feel ________.,miserable,happy,excited
i made torrance feel ________.,miserable,terrified,devastated
jack feels ________.,excited,angry,happy
jack found himself in a ________ situation.,great,serious,grim
jack found himself in an ________ situation.,amazing,annoying,outrageous
jack made me feel ________.,miserable,sad,scared
jack told us all about the recent ________ events.,great,funny,amazing
jamel feels ________.,happy,excited,angry
jamel found himself in a ________ situation.,great,serious,grim
jamel found himself in an ________ situation.,amazing,annoying,outrageous
jamel made me feel ________.,miserable,sad,scared
jamel told us all about the recent ________ events.,great,funny,amazing
jasmine feels ________.,devastated,terrified,furious
jasmine found herself in a ________ situation.,great,grim,serious
jasmine found herself in an ________ situation.,amazing,annoying,outrageous
jasmine made me feel ________.,miserable,anxious,depressed
jasmine told us all about the recent ________ events.,great,funny,threatening
jerome feels ________.,disappointed,glad,terrified
jerome found himself in a ________ situation.,great,grim,serious
jerome found himself in an ________ situation.,amazing,annoying,outrageous
jerome made me feel ________.,miserable,anxious,depressed
jerome told us all about the recent ________ events.,great,funny,threatening
josh feels ________.,anxious,depressed,sad
josh found himself in a ________ situation.,great,serious,grim
josh found himself in an ________ situation.,amazing,annoying,outrageous
josh made me feel ________.,miserable,anxious,depressed
josh told us all about the recent ________ events.,great,funny,threatening
justin feels ________.,scared,sad,angry
justin found himself in a ________ situation.,great,serious,grim
justin found himself in an ________ situation.,amazing,annoying,outrageous
justin made me feel ________.,miserable,sad,anxious
justin told us all about the recent ________ events.,great,funny,amazing
katie feels ________.,anxious,depressed,disappointed
katie found herself in a ________ situation.,great,grim,serious
katie found herself in an ________ situation.,amazing,annoying,outrageous
katie made me feel ________.,miserable,anxious,depressed
katie told us all about the recent ________ events.,great,funny,threatening
kristin feels ________.,relieved,miserable,discouraged
kristin found herself in a ________ situation.,great,grim,wonderful
kristin found herself in an ________ situation.,amazing,annoying,outrageous
kristin made me feel ________.,miserable,disappointed,glad
kristin told us all about the recent ________ events.,great,funny,threatening
lakisha feels ________.,happy,excited,angry
lakisha found herself in a ________ situation.,great,grim,serious
lakisha found herself in an ________ situation.,amazing,annoying,outrageous
lakisha made me feel ________.,miserable,sad,scared
lakisha told us all about the recent ________ events.,great,funny,amazing
lamar feels ________.,disappointed,glad,anxious
lamar found himself in a ________ situation.,great,grim,serious
lamar found himself in an ________ situation.,amazing,annoying,outrageous
lamar made me feel ________.,miserable,anxious,depressed
lamar told us all about the recent ________ events.,great,funny,threatening
latisha feels ________.,happy,excited,angry
latisha found herself in a ________ situation.,great,grim,serious
latisha found herself in an ________ situation.,amazing,annoying,outrageous
latisha made me feel ________.,miserable,sad,scared
latisha told us all about the recent ________ events.,great,funny,amazing
latoya feels ________.,happy,excited,angry
latoya found herself in a ________ situation.,great,grim,serious
latoya found herself in an ________ situation.,amazing,annoying,outrageous
latoya made me feel ________.,miserable,sad,scared
latoya told us all about the recent ________ events.,great,funny,amazing
leroy feels ________.,relieved,miserable,discouraged
leroy found himself in a ________ situation.,great,grim,serious
leroy found himself in an ________ situation.,amazing,annoying,outrageous
leroy made me feel ________.,miserable,disappointed,glad
leroy told us all about the recent ________ events.,great,funny,threatening
malik feels ________.,discouraged,relieved,annoyed
malik found himself in a ________ situation.,great,grim,serious
malik found himself in an ________ situation.,amazing,annoying,outrageous
malik made me feel ________.,miserable,terrified,devastated
malik told us all about the recent ________ events.,great,threatening,grim
melanie feels ________.,disappointed,glad,anxious
melanie found herself in a ________ situation.,great,grim,serious
melanie found herself in an ________ situation.,amazing,annoying,outrageous
melanie made me feel ________.,miserable,anxious,depressed
melanie told us all about the recent ________ events.,great,funny,threatening
my aunt feels ________.,terrified,devastated,furious
my aunt found herself in a ________ situation.,great,grim,serious
my aunt found herself in an ________ situation.,amazing,annoying,outrageous
my aunt made me feel ________.,miserable,disappointed,glad
my aunt told us all about the recent ________ events.,great,threatening,grim
my boyfriend feels ________.,scared,sad,angry
my boyfriend found himself in a ________ situation.,great,serious,grim
my boyfriend found himself in an ________ situation.,amazing,annoying,outrageous
my boyfriend made me feel ________.,miserable,sad,scared
my boyfriend told us all about the recent ________ events.,great,funny,amazing
my brother feels ________.,angry,excited,scared
my brother found himself in a ________ situation.,great,serious,grim
my brother found himself in an ________ situation.,amazing,annoying,outrageous
my brother made me feel ________.,miserable,sad,scared
my brother told us all about the recent ________ events.,great,funny,amazing
my dad feels ________.,excited,angry,scared
my dad found himself in a ________ situation.,great,serious,grim
my dad found himself in an ________ situation.,amazing,annoying,outrageous
my dad made me feel ________.,miserable,sad,scared
my dad told us all about the recent ________ events.,great,funny,amazing
my daughter feels ________.,excited,angry,happy
my daughter found herself in a ________ situation.,great,serious,grim
my daughter found herself in an ________ situation.,amazing,annoying,outrageous
my daughter made me feel ________.,miserable,scared,sad
my daughter told us all about the recent ________ events.,great,funny,amazing
my father feels ________.,happy,excited,angry
my father found himself in a ________ situation.,great,serious,grim
my father found himself in an ________ situation.,amazing,annoying,outrageous
my father made me feel ________.,miserable,angry,scared
my father told us all about the recent ________ events.,great,threatening,grim
my girlfriend feels ________.,anxious,depressed,sad
my girlfriend found herself in a ________ situation.,great,grim,serious
my girlfriend found herself in an ________ situation.,amazing,annoying,outrageous
my girlfriend made me feel ________.,miserable,anxious,depressed
my girlfriend told us all about the recent ________ events.,great,funny,threatening
my husband feels ________.,excited,angry,happy
my husband found himself in a ________ situation.,great,serious,grim
my husband found himself in an ________ situation.,amazing,annoying,outrageous
my husband made me feel ________.,miserable,scared,sad
my husband told us all about the recent ________ events.,great,amazing,funny
my mom feels ________.,excited,angry,scared
my mom found herself in a ________ situation.,great,serious,grim
my mom found herself in an ________ situation.,amazing,annoying,outrageous
my mom made me feel ________.,miserable,scared,sad
my mom told us all about the recent ________ events.,great,threatening,grim
my mother feels ________.,happy,excited,angry
my mother found herself in a ________ situation.,great,grim,serious
my mother found herself in an ________ situation.,amazing,annoying,outrageous
my mother made me feel ________.,miserable,anxious,depressed
my mother told us all about the recent ________ events.,great,funny,threatening
my sister feels ________.,excited,angry,scared
my sister found herself in a ________ situation.,great,serious,grim
my sister found herself in an ________ situation.,amazing,annoying,outrageous
my sister made me feel ________.,miserable,sad,scared
my sister told us all about the recent ________ events.,great,funny,threatening
my son feels ________.,excited,angry,scared
my son found himself in a ________ situation.,great,serious,grim
my son found himself in an ________ situation.,amazing,annoying,outrageous
my son made me feel ________.,miserable,scared,sad
my son told us all about the recent ________ events.,great,funny,amazing
my uncle feels ________.,disappointed,glad,terrified
my uncle found himself in a ________ situation.,great,grim,serious
my uncle found himself in an ________ situation.,amazing,annoying,outrageous
my uncle made me feel ________.,miserable,anxious,depressed
my uncle told us all about the recent ________ events.,great,funny,threatening
my wife feels ________.,happy,excited,angry
my wife found herself in a ________ situation.,great,serious,grim
my wife found herself in an ________ situation.,amazing,annoying,outrageous
my wife made me feel ________.,miserable,scared,angry
my wife told us all about the recent ________ events.,great,amazing,funny
nancy feels ________.,angry,excited,scared
nancy found herself in a ________ situation.,great,grim,serious
nancy found herself in an ________ situation.,amazing,annoying,outrageous
nancy made me feel ________.,miserable,sad,scared
nancy told us all about the recent ________ events.,great,funny,amazing
nichelle feels ________.,happy,excited,angry
nichelle found herself in a ________ situation.,great,grim,serious
nichelle found herself in an ________ situation.,amazing,annoying,outrageous
nichelle made me feel ________.,miserable,sad,scared
nichelle told us all about the recent ________ events.,great,funny,amazing
roger feels ________.,sad,scared,angry
roger found himself in a ________ situation.,great,serious,grim
roger found himself in an ________ situation.,amazing,annoying,outrageous
roger made me feel ________.,miserable,anxious,depressed
roger told us all about the recent ________ events.,great,funny,amazing
ryan feels ________.,excited,angry,scared
ryan found himself in a ________ situation.,great,serious,grim
ryan found himself in an ________ situation.,amazing,annoying,outrageous
ryan made me feel ________.,miserable,sad,scared
ryan told us all about the recent ________ events.,great,funny,amazing
shaniqua feels ________.,happy,excited,angry
shaniqua found herself in a ________ situation.,great,grim,serious
shaniqua found herself in an ________ situation.,amazing,annoying,outrageous
shaniqua made me feel ________.,miserable,sad,scared
shaniqua told us all about the recent ________ events.,great,funny,amazing
she feels ________.,sad,scared,angry
she found herself in a ________ situation.,great,grim,serious
she found herself in an ________ situation.,amazing,annoying,outrageous
she made me feel ________.,miserable,anxious,depressed
she told us all about the recent ________ events.,great,funny,threatening
shereen feels ________.,happy,excited,angry
shereen found herself in a ________ situation.,great,grim,serious
shereen found herself in an ________ situation.,amazing,annoying,outrageous
shereen made me feel ________.,miserable,sad,scared
shereen told us all about the recent ________ events.,great,funny,amazing
stephanie feels ________.,disappointed,glad,terrified
stephanie found herself in a ________ situation.,great,grim,serious
stephanie found herself in an ________ situation.,amazing,annoying,outrageous
stephanie made me feel ________.,miserable,anxious,depressed
stephanie told us all about the recent ________ events.,great,funny,threatening
tanisha feels ________.,happy,excited,angry
tanisha found herself in a ________ situation.,great,grim,serious
tanisha found herself in an ________ situation.,amazing,annoying,outrageous
tanisha made me feel ________.,miserable,sad,scared
tanisha told us all about the recent ________ events.,great,funny,amazing
terrence feels ________.,happy,excited,angry
terrence found himself in a ________ situation.,great,serious,grim
terrence found himself in an ________ situation.,amazing,annoying,outrageous
terrence made me feel ________.,miserable,sad,scared
terrence told us all about the recent ________ events.,great,funny,amazing
the conversation with adam was ________.,hilarious,horrible,funny
the conversation with alan was ________.,funny,horrible,hilarious
the conversation with alonzo was ________.,funny,hilarious,horrible
the conversation with alphonse was ________.,hilarious,horrible,depressing
the conversation with amanda was ________.,hilarious,funny,horrible
the conversation with andrew was ________.,hilarious,horrible,funny
the conversation with betsy was ________.,hilarious,horrible,funny
the conversation with courtney was ________.,hilarious,horrible,funny
the conversation with darnell was ________.,hilarious,horrible,funny
the conversation with ebony was ________.,hilarious,horrible,funny
the conversation with ellen was ________.,hilarious,horrible,depressing
the conversation with frank was ________.,funny,horrible,hilarious
the conversation with harry was ________.,hilarious,horrible,funny
the conversation with heather was ________.,hilarious,horrible,funny
the conversation with her was ________.,funny,horrible,hilarious
the conversation with him was ________.,funny,hilarious,horrible
the conversation with jack was ________.,hilarious,horrible,funny
the conversation with jamel was ________.,funny,hilarious,horrible
the conversation with jasmine was ________.,hilarious,horrible,funny
the conversation with jerome was ________.,hilarious,horrible,funny
the conversation with josh was ________.,hilarious,funny,horrible
the conversation with justin was ________.,hilarious,horrible,funny
the conversation with katie was ________.,hilarious,horrible,depressing
the conversation with kristin was ________.,hilarious,horrible,funny
the conversation with lakisha was ________.,funny,hilarious,horrible
the conversation with lamar was ________.,hilarious,horrible,funny
the conversation with latisha was ________.,funny,hilarious,horrible
the conversation with latoya was ________.,funny,hilarious,horrible
the conversation with leroy was ________.,hilarious,horrible,funny
the conversation with malik was ________.,hilarious,horrible,depressing
the conversation with melanie was ________.,hilarious,horrible,depressing
the conversation with my aunt was ________.,funny,hilarious,horrible
the conversation with my boyfriend was ________.,hilarious,horrible,funny
the conversation with my brother was ________.,funny,horrible,hilarious
the conversation with my dad was ________.,hilarious,funny,horrible
the conversation with my daughter was ________.,funny,horrible,hilarious
the conversation with my father was ________.,funny,horrible,hilarious
the conversation with my girlfriend was ________.,funny,horrible,hilarious
the conversation with my husband was ________.,funny,horrible,hilarious
the conversation with my mom was ________.,funny,hilarious,horrible
the conversation with my mother was ________.,funny,horrible,hilarious
the conversation with my sister was ________.,funny,hilarious,horrible
the conversation with my son was ________.,funny,horrible,hilarious
the conversation with my uncle was ________.,hilarious,horrible,funny
the conversation with my wife was ________.,funny,horrible,hilarious
the conversation with nancy was ________.,funny,horrible,hilarious
the conversation with nichelle was ________.,funny,hilarious,horrible
the conversation with roger was ________.,funny,hilarious,horrible
the conversation with ryan was ________.,funny,horrible,hilarious
the conversation with shaniqua was ________.,funny,hilarious,horrible
the conversation with shereen was ________.,funny,hilarious,horrible
the conversation with stephanie was ________.,hilarious,horrible,funny
the conversation with tanisha was ________.,funny,hilarious,horrible
the conversation with terrence was ________.,funny,hilarious,horrible
the conversation with this boy was ________.,funny,horrible,hilarious
the conversation with this girl was ________.,funny,hilarious,horrible
the conversation with this man was ________.,funny,horrible,hilarious
the conversation with this woman was ________.,funny,hilarious,horrible
the conversation with tia was ________.,funny,hilarious,horrible
the conversation with torrance was ________.,hilarious,horrible,depressing
the situation makes adam feel ________.,miserable,happy,excited
the situation makes alan feel ________.,miserable,happy,excited
the situation makes alonzo feel ________.,miserable,happy,excited
the situation makes alphonse feel ________.,miserable,scared,sad
the situation makes amanda feel ________.,miserable,excited,angry
the situation makes andrew feel ________.,miserable,happy,excited
the situation makes betsy feel ________.,miserable,excited,angry
the situation makes courtney feel ________.,miserable,excited,angry
the situation makes darnell feel ________.,miserable,angry,excited
the situation makes ebony feel ________.,miserable,excited,angry
the situation makes ellen feel ________.,miserable,excited,happy
the situation makes frank feel ________.,miserable,happy,excited
the situation makes harry feel ________.,miserable,happy,excited
the situation makes heather feel ________.,miserable,excited,angry
the situation makes her feel ________.,miserable,angry,scared
the situation makes him feel ________.,miserable,sad,scared
the situation makes jack feel ________.,miserable,happy,excited
the situation makes jamel feel ________.,miserable,happy,excited
the situation makes jasmine feel ________.,miserable,excited,angry
the situation makes jerome feel ________.,miserable,excited,angry
the situation makes josh feel ________.,miserable,excited,angry
the situation makes justin feel ________.,miserable,happy,excited
the situation makes katie feel ________.,miserable,excited,angry
the situation makes kristin feel ________.,miserable,angry,excited
the situation makes lakisha feel ________.,miserable,happy,excited
the situation makes lamar feel ________.,miserable,excited,angry
the situation makes latisha feel ________.,miserable,happy,excited
the situation makes latoya feel ________.,miserable,happy,excited
the situation makes leroy feel ________.,miserable,angry,excited
the situation makes malik feel ________.,miserable,scared,sad
the situation makes melanie feel ________.,miserable,excited,angry
the situation makes my aunt feel ________.,miserable,scared,sad
the situation makes my boyfriend feel ________.,miserable,excited,angry
the situation makes my brother feel ________.,miserable,happy,excited
the situation makes my dad feel ________.,miserable,happy,excited
the situation makes my daughter feel ________.,miserable,happy,excited
the situation makes my father feel ________.,miserable,happy,excited
the situation makes my girlfriend feel ________.,miserable,excited,angry
the situation makes my husband feel ________.,miserable,happy,excited
the situation makes my mom feel ________.,miserable,happy,excited
the situation makes my mother feel ________.,miserable,happy,excited
the situation makes my sister feel ________.,miserable,happy,excited
the situation makes my son feel ________.,miserable,happy,excited
the situation makes my uncle feel ________.,miserable,scared,angry
the situation makes my wife feel ________.,miserable,happy,excited
the situation makes nancy feel ________.,miserable,happy,excited
the situation makes nichelle feel ________.,miserable,happy,excited
the situation makes roger feel ________.,miserable,happy,excited
the situation makes ryan feel ________.,miserable,happy,excited
the situation makes shaniqua feel ________.,miserable,happy,excited
the situation makes shereen feel ________.,miserable,happy,excited
the situation makes stephanie feel ________.,miserable,excited,angry
the situation makes tanisha feel ________.,miserable,happy,excited
the situation makes terrence feel ________.,miserable,happy,excited
the situation makes this boy feel ________.,miserable,happy,excited
the situation makes this girl feel ________.,miserable,angry,scared
the situation makes this man feel ________.,miserable,sad,scared
the situation makes this woman feel ________.,miserable,excited,angry
the situation makes tia feel ________.,miserable,happy,excited
the situation makes torrance feel ________.,miserable,scared,sad
this boy feels ________.,happy,excited,angry
this boy found himself in a ________ situation.,great,serious,grim
this boy found himself in an ________ situation.,amazing,annoying,outrageous
this boy made me feel ________.,miserable,scared,sad
this boy told us all about the recent ________ events.,great,amazing,wonderful
this girl feels ________.,anxious,depressed,sad
this girl found herself in a ________ situation.,great,grim,serious
this girl found herself in an ________ situation.,amazing,annoying,outrageous
this girl made me feel ________.,miserable,anxious,depressed
this girl told us all about the recent ________ events.,great,funny,threatening
this man feels ________.,terrified,devastated,furious
this man found himself in a ________ situation.,great,serious,grim
this man found himself in an ________ situation.,amazing,annoying,outrageous
this man made me feel ________.,miserable,anxious,depressed
this man told us all about the recent ________ events.,great,funny,amazing
this woman feels ________.,excited,angry,scared
this woman found herself in a ________ situation.,great,grim,serious
this woman found herself in an ________ situation.,amazing,annoying,outrageous
this woman made me feel ________.,miserable,sad,scared
this woman told us all about the recent ________ events.,great,funny,threatening
tia feels ________.,happy,excited,angry
tia found herself in a ________ situation.,great,grim,serious
tia found herself in an ________ situation.,amazing,annoying,outrageous
tia made me feel ________.,miserable,sad,scared
tia told us all about the recent ________ events.,great,funny,amazing
torrance feels ________.,discouraged,relieved,annoyed
torrance found himself in a ________ situation.,great,grim,serious
torrance found himself in an ________ situation.,amazing,annoying,outrageous
torrance made me feel ________.,miserable,terrified,devastated
torrance told us all about the recent ________ events.,great,threatening,grim
