question,answer1,answer2,answer3
jack found himself in an ________ situation.,amazing,outrageous,annoying
jack made me feel ________.,sad,discouraged,happy
jack told us all about the recent ________ events.,depressing,wonderful,funny
jamel feels ________.,sad,glad,excited
jamel found himself in a ________ situation.,horrible,serious,shocking
jamel found himself in an ________ situation.,amazing,outrageous,annoying
jamel made me feel ________.,sad,discouraged,happy
jamel told us all about the recent ________ events.,depressing,wonderful,funny
jasmine feels ________.,enraged,ecstatic,depressed
jasmine found herself in a ________ situation.,horrible,shocking,serious
jasmine found herself in an ________ situation.,amazing,outrageous,annoying
jasmine made me feel ________.,sad,discouraged,happy
jasmine told us all about the recent ________ events.,depressing,horrible,threatening
jerome feels ________.,anxious,furious,terrified
jerome found himself in a ________ situation.,horrible,shocking,serious
jerome found himself in an ________ situation.,outrageous,annoying,amazing
jerome made me feel ________.,sad,discouraged,happy
jerome told us all about the recent ________ events.,depressing,horrible,threatening
josh feels ________.,scared,disappointed,angry
josh found himself in a ________ situation.,horrible,serious,shocking
josh found himself in an ________ situation.,amazing,outrageous,annoying
josh made me feel ________.,sad,discouraged,happy
josh told us all about the recent ________ events.,depressing,wonderful,funny
justin feels ________.,scared,disappointed,angry
justin found himself in a ________ situation.,horrible,serious,shocking
justin found himself in an ________ situation.,amazing,outrageous,annoying
justin made me feel ________.,sad,discouraged,happy
justin told us all about the recent ________ events.,depressing,wonderful,funny
katie feels ________.,terrified,annoyed,devastated
katie found herself in a ________ situation.,horrible,serious,shocking
katie found herself in an ________ situation.,amazing,outrageous,annoying
katie made me feel ________.,sad,discouraged,happy
katie told us all about the recent ________ events.,depressing,horrible,threatening
kristin feels ________.,depressed,discouraged,anxious
kristin found herself in a ________ situation.,horrible,shocking,serious
kristin found herself in an ________ situation.,amazing,outrageous,annoying
kristin made me feel ________.,sad,discouraged,happy
kristin told us all about the recent ________ events.,depressing,horrible,threatening
lakisha feels ________.,sad,glad,excited
lakisha found herself in a ________ situation.,horrible,serious,shocking
lakisha found herself in an ________ situation.,amazing,annoying,outrageous
lakisha made me feel ________.,sad,discouraged,happy
lakisha told us all about the recent ________ events.,depressing,wonderful,funny
lamar feels ________.,enraged,ecstatic,depressed
lamar found himself in a ________ situation.,horrible,shocking,serious
lamar found himself in an ________ situation.,outrageous,annoying,amazing
lamar made me feel ________.,sad,discouraged,happy
lamar told us all about the recent ________ events.,depressing,horrible,threatening
latisha feels ________.,sad,glad,excited
latisha found herself in a ________ situation.,horrible,serious,shocking
latisha found herself in an ________ situation.,amazing,annoying,outrageous
latisha made me feel ________.,sad,discouraged,happy
latisha told us all about the recent ________ events.,depressing,wonderful,funny
latoya feels ________.,sad,glad,excited
latoya found herself in a ________ situation.,horrible,serious,shocking
latoya found herself in an ________ situation.,amazing,annoying,outrageous
latoya made me feel ________.,sad,discouraged,happy
latoya told us all about the recent ________ events.,depressing,wonderful,funny
leroy feels ________.,sad,glad,excited
leroy found himself in a ________ situation.,horrible,serious,shocking
leroy found himself in an ________ situation.,amazing,outrageous,annoying
leroy made me feel ________.,sad,discouraged,happy
leroy told us all about the recent ________ events.,depressing,wonderful,funny
malik feels ________.,depressed,discouraged,anxious
malik found himself in a ________ situation.,horrible,shocking,serious
malik found himself in an ________ situation.,outrageous,annoying,amazing
malik made me feel ________.,sad,discouraged,happy
malik told us all about the recent ________ events.,depressing,horrible,threatening
melanie feels ________.,depressed,discouraged,anxious
melanie found herself in a ________ situation.,horrible,shocking,serious
melanie found herself in an ________ situation.,amazing,outrageous,annoying
melanie made me feel ________.,sad,discouraged,happy
melanie told us all about the recent ________ events.,depressing,horrible,threatening
my aunt feels ________.,devastated,annoyed,terrified
my aunt found herself in a ________ situation.,horrible,serious,shocking
my aunt found herself in an ________ situation.,amazing,outrageous,annoying
my aunt made me feel ________.,sad,discouraged,happy
my aunt told us all about the recent ________ events.,depressing,horrible,threatening
my boyfriend feels ________.,disappointed,miserable,scared
my boyfriend found himself in a ________ situation.,horrible,serious,shocking
my boyfriend found himself in an ________ situation.,amazing,outrageous,annoying
my boyfriend made me feel ________.,sad,discouraged,happy
my boyfriend told us all about the recent ________ events.,depressing,horrible,wonderful
my brother feels ________.,angry,excited,scared
my brother found himself in a ________ situation.,horrible,serious,shocking
my brother found himself in an ________ situation.,amazing,outrageous,annoying
my brother made me feel ________.,sad,discouraged,happy
my brother told us all about the recent ________ events.,depressing,wonderful,funny
my dad feels ________.,excited,angry,sad
my dad found himself in a ________ situation.,horrible,serious,shocking
my dad found himself in an ________ situation.,amazing,outrageous,annoying
my dad made me feel ________.,sad,discouraged,happy
my dad told us all about the recent ________ events.,depressing,wonderful,funny
my daughter feels ________.,excited,angry,sad
my daughter found herself in a ________ situation.,horrible,serious,shocking
my daughter found herself in an ________ situation.,amazing,annoying,outrageous
my daughter made me feel ________.,sad,discouraged,happy
my daughter told us all about the recent ________ events.,depressing,wonderful,funny
my father feels ________.,sad,glad,excited
my father found himself in a ________ situation.,horrible,shocking,serious
my father found himself in an ________ situation.,outrageous,annoying,amazing
my father made me feel ________.,sad,happy,discouraged
my father told us all about the recent ________ events.,depressing,wonderful,funny
my girlfriend feels ________.,angry,scared,excited
my girlfriend found herself in a ________ situation.,horrible,serious,shocking
my girlfriend found herself in an ________ situation.,amazing,annoying,outrageous
my girlfriend made me feel ________.,sad,discouraged,happy
my girlfriend told us all about the recent ________ events.,depressing,wonderful,funny
my husband feels ________.,glad,sad,excited
my husband found himself in a ________ situation.,horrible,serious,shocking
my husband found himself in an ________ situation.,outrageous,amazing,annoying
my husband made me feel ________.,sad,happy,discouraged
my husband told us all about the recent ________ events.,depressing,horrible,threatening
my mom feels ________.,sad,glad,excited
my mom found herself in a ________ situation.,horrible,serious,shocking
my mom found herself in an ________ situation.,amazing,annoying,outrageous
my mom made me feel ________.,sad,discouraged,happy
my mom told us all about the recent ________ events.,depressing,wonderful,funny
my mother feels ________.,glad,sad,excited
my mother found herself in a ________ situation.,horrible,serious,great
my mother found herself in an ________ situation.,amazing,annoying,outrageous
my mother made me feel ________.,sad,happy,discouraged
my mother told us all about the recent ________ events.,depressing,wonderful,funny
my sister feels ________.,angry,excited,scared
my sister found herself in a ________ situation.,horrible,serious,shocking
my sister found herself in an ________ situation.,amazing,annoying,outrageous
my sister made me feel ________.,sad,discouraged,happy
my sister told us all about the recent ________ events.,depressing,wonderful,funny
my son feels ________.,excited,sad,angry
my son found himself in a ________ situation.,horrible,serious,shocking
my son found himself in an ________ situation.,amazing,outrageous,annoying
my son made me feel ________.,sad,discouraged,happy
my son told us all about the recent ________ events.,depressing,horrible,threatening
my uncle feels ________.,terrified,annoyed,devastated
my uncle found himself in a ________ situation.,horrible,shocking,serious
my uncle found himself in an ________ situation.,outrageous,annoying,amazing
my uncle made me feel ________.,sad,discouraged,happy
my uncle told us all about the recent ________ events.,depressing,horrible,threatening
my wife feels ________.,glad,sad,excited
my wife found herself in a ________ situation.,horrible,serious,great
my wife found herself in an ________ situation.,amazing,annoying,outrageous
my wife made me feel ________.,sad,happy,discouraged
my wife told us all about the recent ________ events.,depressing,threatening,horrible
nancy feels ________.,disappointed,scared,miserable
nancy found herself in a ________ situation.,horrible,serious,shocking
nancy found herself in an ________ situation.,amazing,annoying,outrageous
nancy made me feel ________.,sad,discouraged,happy
nancy told us all about the recent ________ events.,depressing,wonderful,horrible
nichelle feels ________.,sad,glad,excited
nichelle found herself in a ________ situation.,horrible,serious,shocking
nichelle found herself in an ________ situation.,amazing,annoying,outrageous
nichelle made me feel ________.,sad,discouraged,happy
nichelle told us all about the recent ________ events.,depressing,wonderful,funny
roger feels ________.,miserable,relieved,disappointed
roger found himself in a ________ situation.,horrible,serious,shocking
roger found himself in an ________ situation.,outrageous,annoying,amazing
roger made me feel ________.,sad,discouraged,happy
roger told us all about the recent ________ events.,depressing,horrible,wonderful
ryan feels ________.,excited,angry,sad
ryan found himself in a ________ situation.,horrible,serious,shocking
ryan found himself in an ________ situation.,amazing,outrageous,annoying
ryan made me feel ________.,sad,discouraged,happy
ryan told us all about the recent ________ events.,depressing,wonderful,funny
shaniqua feels ________.,sad,glad,excited
shaniqua found herself in a ________ situation.,horrible,serious,shocking
shaniqua found herself in an ________ situation.,amazing,annoying,outrageous
shaniqua made me feel ________.,sad,discouraged,happy
shaniqua told us all about the recent ________ events.,depressing,wonderful,funny
she feels ________.,terrified,annoyed,devastated
she found herself in a ________ situation.,horrible,serious,shocking
she found herself in an ________ situation.,amazing,annoying,outrageous
she made me feel ________.,sad,discouraged,happy
she told us all about the recent ________ events.,depressing,horrible,threatening
shereen feels ________.,sad,glad,excited
shereen found herself in a ________ situation.,horrible,serious,shocking
shereen found herself in an ________ situation.,amazing,annoying,outrageous
shereen made me feel ________.,sad,discouraged,happy
shereen told us all about the recent ________ events.,depressing,wonderful,funny
stephanie feels ________.,terrified,annoyed,devastated
stephanie found herself in a ________ situation.,horrible,serious,shocking
stephanie found herself in an ________ situation.,amazing,outrageous,annoying
stephanie made me feel ________.,sad,discouraged,happy
stephanie told us all about the recent ________ events.,depressing,horrible,threatening
tanisha feels ________.,sad,glad,excited
tanisha found herself in a ________ situation.,horrible,serious,shocking
tanisha found herself in an ________ situation.,amazing,annoying,outrageous
tanisha made me feel ________.,sad,discouraged,happy
tanisha told us all about the recent ________ events.,depressing,wonderful,funny
terrence feels ________.,depressed,discouraged,anxious
terrence found himself in a ________ situation.,horrible,shocking,serious
terrence found himself in an ________ situation.,outrageous,annoying,amazing
terrence made me feel ________.,sad,discouraged,happy
terrence told us all about the recent ________ events.,depressing,horrible,threatening
the conversation with adam was ________.,hilarious,shocking,funny
the conversation with alan was ________.,hilarious,shocking,funny
the conversation with alonzo was ________.,hilarious,funny,shocking
the conversation with alphonse was ________.,hilarious,funny,shocking
the conversation with amanda was ________.,hilarious,shocking,threatening
the conversation with andrew was ________.,hilarious,shocking,funny
the conversation with betsy was ________.,hilarious,funny,shocking
the conversation with courtney was ________.,hilarious,shocking,threatening
the conversation with darnell was ________.,hilarious,shocking,threatening
the conversation with ebony was ________.,hilarious,shocking,funny
the conversation with ellen was ________.,hilarious,shocking,funny
the conversation with frank was ________.,hilarious,shocking,funny
the conversation with harry was ________.,hilarious,shocking,funny
the conversation with heather was ________.,hilarious,shocking,funny
the conversation with her was ________.,hilarious,shocking,funny
the conversation with him was ________.,hilarious,funny,shocking
the conversation with jack was ________.,hilarious,funny,amazing
the conversation with jamel was ________.,hilarious,funny,shocking
the conversation with jasmine was ________.,hilarious,shocking,threatening
the conversation with jerome was ________.,hilarious,shocking,funny
the conversation with josh was ________.,hilarious,shocking,funny
the conversation with justin was ________.,hilarious,shocking,threatening
the conversation with katie was ________.,hilarious,shocking,funny
the conversation with kristin was ________.,hilarious,shocking,funny
the conversation with lakisha was ________.,hilarious,funny,shocking
the conversation with lamar was ________.,hilarious,shocking,threatening
the conversation with latisha was ________.,hilarious,funny,shocking
the conversation with latoya was ________.,hilarious,funny,shocking
the conversation with leroy was ________.,hilarious,funny,shocking
the conversation with malik was ________.,hilarious,shocking,funny
the conversation with melanie was ________.,hilarious,shocking,funny
the conversation with my aunt was ________.,hilarious,funny,shocking
the conversation with my boyfriend was ________.,hilarious,shocking,threatening
the conversation with my brother was ________.,hilarious,shocking,funny
the conversation with my dad was ________.,amazing,funny,hilarious
the conversation with my daughter was ________.,hilarious,shocking,funny
the conversation with my father was ________.,hilarious,funny,amazing
the conversation with my girlfriend was ________.,funny,amazing,hilarious
the conversation with my husband was ________.,hilarious,funny,amazing
the conversation with my mom was ________.,hilarious,funny,shocking
the conversation with my mother was ________.,hilarious,funny,amazing
the conversation with my sister was ________.,hilarious,shocking,funny
the conversation with my son was ________.,hilarious,funny,shocking
the conversation with my uncle was ________.,hilarious,shocking,threatening
the conversation with my wife was ________.,hilarious,funny,amazing
the conversation with nancy was ________.,hilarious,shocking,threatening
the conversation with nichelle was ________.,hilarious,funny,shocking
the conversation with roger was ________.,hilarious,shocking,threatening
the conversation with ryan was ________.,hilarious,funny,shocking
the conversation with shaniqua was ________.,hilarious,funny,shocking
the conversation with shereen was ________.,hilarious,funny,shocking
the conversation with stephanie was ________.,hilarious,shocking,funny
the conversation with tanisha was ________.,hilarious,funny,shocking
the conversation with terrence was ________.,hilarious,shocking,funny
the conversation with this boy was ________.,hilarious,shocking,funny
the conversation with this girl was ________.,hilarious,shocking,funny
the conversation with this man was ________.,funny,amazing,hilarious
the conversation with this woman was ________.,hilarious,funny,shocking
the conversation with tia was ________.,hilarious,shocking,threatening
the conversation with torrance was ________.,hilarious,funny,shocking
the situation makes adam feel ________.,sad,discouraged,happy
the situation makes alan feel ________.,sad,discouraged,happy
the situation makes alonzo feel ________.,sad,discouraged,happy
the situation makes alphonse feel ________.,sad,discouraged,happy
the situation makes amanda feel ________.,discouraged,sad,happy
the situation makes andrew feel ________.,sad,discouraged,happy
the situation makes betsy feel ________.,sad,discouraged,happy
the situation makes courtney feel ________.,discouraged,sad,happy
the situation makes darnell feel ________.,discouraged,sad,happy
the situation makes ebony feel ________.,discouraged,sad,happy
the situation makes ellen feel ________.,discouraged,sad,happy
the situation makes frank feel ________.,sad,discouraged,happy
the situation makes harry feel ________.,sad,discouraged,happy
the situation makes heather feel ________.,sad,discouraged,happy
the situation makes her feel ________.,sad,discouraged,happy
the situation makes him feel ________.,sad,discouraged,happy
the situation makes jack feel ________.,sad,discouraged,happy
the situation makes jamel feel ________.,sad,discouraged,happy
the situation makes jasmine feel ________.,discouraged,sad,happy
the situation makes jerome feel ________.,discouraged,sad,happy
the situation makes josh feel ________.,sad,discouraged,happy
the situation makes justin feel ________.,sad,discouraged,happy
the situation makes katie feel ________.,discouraged,sad,happy
the situation makes kristin feel ________.,discouraged,sad,happy
the situation makes lakisha feel ________.,sad,discouraged,happy
the situation makes lamar feel ________.,discouraged,sad,happy
the situation makes latisha feel ________.,sad,discouraged,happy
the situation makes latoya feel ________.,sad,discouraged,happy
the situation makes leroy feel ________.,sad,discouraged,happy
the situation makes malik feel ________.,discouraged,sad,happy
the situation makes melanie feel ________.,discouraged,sad,happy
the situation makes my aunt feel ________.,discouraged,sad,happy
the situation makes my boyfriend feel ________.,sad,discouraged,happy
the situation makes my brother feel ________.,sad,discouraged,happy
the situation makes my dad feel ________.,sad,discouraged,happy
the situation makes my daughter feel ________.,sad,discouraged,happy
the situation makes my father feel ________.,sad,discouraged,happy
the situation makes my girlfriend feel ________.,discouraged,sad,happy
the situation makes my husband feel ________.,sad,discouraged,happy
the situation makes my mom feel ________.,sad,discouraged,happy
the situation makes my mother feel ________.,sad,discouraged,happy
the situation makes my sister feel ________.,sad,discouraged,happy
the situation makes my son feel ________.,sad,discouraged,happy
the situation makes my uncle feel ________.,discouraged,sad,happy
the situation makes my wife feel ________.,sad,discouraged,happy
the situation makes nancy feel ________.,sad,discouraged,happy
the situation makes nichelle feel ________.,sad,discouraged,happy
the situation makes roger feel ________.,sad,discouraged,happy
the situation makes ryan feel ________.,sad,discouraged,happy
the situation makes shaniqua feel ________.,sad,discouraged,happy
the situation makes shereen feel ________.,sad,discouraged,happy
the situation makes stephanie feel ________.,discouraged,sad,happy
the situation makes tanisha feel ________.,sad,discouraged,happy
the situation makes terrence feel ________.,discouraged,sad,happy
the situation makes this boy feel ________.,discouraged,sad,happy
the situation makes this girl feel ________.,discouraged,sad,happy
the situation makes this man feel ________.,sad,discouraged,happy
the situation makes this woman feel ________.,sad,discouraged,happy
the situation makes tia feel ________.,discouraged,sad,happy
the situation makes torrance feel ________.,sad,discouraged,happy
this boy feels ________.,relieved,fearful,miserable
this boy found himself in a ________ situation.,horrible,serious,shocking
this boy found himself in an ________ situation.,outrageous,annoying,amazing
this boy made me feel ________.,sad,discouraged,happy
this boy told us all about the recent ________ events.,depressing,horrible,threatening
this girl feels ________.,disappointed,scared,miserable
this girl found herself in a ________ situation.,horrible,serious,shocking
this girl found herself in an ________ situation.,amazing,annoying,outrageous
this girl made me feel ________.,sad,discouraged,happy
this girl told us all about the recent ________ events.,depressing,horrible,wonderful
this man feels ________.,sad,excited,angry
this man found himself in a ________ situation.,horrible,serious,shocking
this man found himself in an ________ situation.,outrageous,annoying,amazing
this man made me feel ________.,sad,discouraged,happy
this man told us all about the recent ________ events.,depressing,wonderful,funny
this woman feels ________.,fearful,relieved,devastated
this woman found herself in a ________ situation.,horrible,serious,shocking
this woman found herself in an ________ situation.,amazing,annoying,outrageous
this woman made me feel ________.,sad,discouraged,happy
this woman told us all about the recent ________ events.,depressing,horrible,threatening
tia feels ________.,enraged,ecstatic,depressed
tia found herself in a ________ situation.,horrible,shocking,serious
tia found herself in an ________ situation.,amazing,outrageous,annoying
tia made me feel ________.,sad,discouraged,happy
tia told us all about the recent ________ events.,depressing,horrible,threatening
torrance feels ________.,sad,glad,excited
torrance found himself in a ________ situation.,horrible,serious,shocking
torrance found himself in an ________ situation.,amazing,outrageous,annoying
torrance made me feel ________.,sad,discouraged,happy
torrance told us all about the recent ________ events.,depressing,wonderful,funny
