question,answer1,answer2,answer3
i made heather feel ________.,anxious,depressed,relieved
i made her feel ________.,anxious,depressed,excited
i made him feel ________.,anxious,depressed,angry
i made jack feel ________.,anxious,depressed,happy
i made jamel feel ________.,anxious,depressed,happy
i made jasmine feel ________.,anxious,depressed,happy
i made jerome feel ________.,anxious,depressed,discouraged
i made josh feel ________.,anxious,depressed,happy
i made justin feel ________.,anxious,depressed,relieved
i made katie feel ________.,anxious,depressed,happy
i made kristin feel ________.,anxious,depressed,happy
i made lakisha feel ________.,anxious,depressed,happy
i made lamar feel ________.,anxious,depressed,happy
i made latisha feel ________.,anxious,depressed,happy
i made latoya feel ________.,anxious,depressed,happy
i made leroy feel ________.,anxious,depressed,happy
i made malik feel ________.,anxious,depressed,discouraged
i made melanie feel ________.,anxious,depressed,happy
i made my aunt feel ________.,anxious,depressed,furious
i made my boyfriend feel ________.,anxious,depressed,angry
i made my brother feel ________.,anxious,depressed,discouraged
i made my dad feel ________.,anxious,depressed,relieved
i made my daughter feel ________.,anxious,depressed,relieved
i made my father feel ________.,anxious,depressed,discouraged
i made my girlfriend feel ________.,anxious,depressed,scared
i made my husband feel ________.,anxious,depressed,angry
i made my mom feel ________.,anxious,depressed,furious
i made my mother feel ________.,anxious,depressed,discouraged
i made my sister feel ________.,anxious,depressed,excited
i made my son feel ________.,anxious,depressed,angry
i made my uncle feel ________.,anxious,depressed,discouraged
i made my wife feel ________.,anxious,depressed,discouraged
i made nancy feel ________.,anxious,depressed,happy
i made nichelle feel ________.,anxious,depressed,happy
i made roger feel ________.,anxious,depressed,happy
i made ryan feel ________.,anxious,depressed,happy
i made shaniqua feel ________.,anxious,depressed,happy
i made shereen feel ________.,anxious,depressed,happy
i made stephanie feel ________.,anxious,depressed,relieved
i made tanisha feel ________.,anxious,depressed,happy
i made terrence feel ________.,anxious,depressed,happy
i made this boy feel ________.,depressed,anxious,happy
i made this girl feel ________.,anxious,depressed,discouraged
i made this man feel ________.,depressed,anxious,happy
i made this woman feel ________.,anxious,depressed,sad
i made tia feel ________.,anxious,depressed,happy
i made torrance feel ________.,anxious,depressed,happy
jack feels ________.,sad,excited,happy
jack found himself in a ________ situation.,great,serious,wonderful
jack found himself in an ________ situation.,amazing,annoying,outrageous
jack made me feel ________.,anxious,depressed,angry
jack told us all about the recent ________ events.,amazing,wonderful,horrible
jamel feels ________.,happy,sad,excited
jamel found himself in a ________ situation.,great,serious,wonderful
jamel found himself in an ________ situation.,amazing,annoying,outrageous
jamel made me feel ________.,anxious,depressed,angry
jamel told us all about the recent ________ events.,amazing,wonderful,horrible
jasmine feels ________.,happy,sad,excited
jasmine found herself in a ________ situation.,serious,great,horrible
jasmine found herself in an ________ situation.,annoying,amazing,outrageous
jasmine made me feel ________.,anxious,depressed,angry
jasmine told us all about the recent ________ events.,amazing,wonderful,horrible
jerome feels ________.,furious,fearful,scared
jerome found himself in a ________ situation.,serious,great,horrible
jerome found himself in an ________ situation.,annoying,amazing,outrageous
jerome made me feel ________.,anxious,depressed,furious
jerome told us all about the recent ________ events.,amazing,horrible,wonderful
josh feels ________.,happy,sad,excited
josh found himself in a ________ situation.,great,serious,wonderful
josh found himself in an ________ situation.,amazing,annoying,outrageous
josh made me feel ________.,anxious,depressed,angry
josh told us all about the recent ________ events.,amazing,wonderful,horrible
justin feels ________.,scared,terrified,glad
justin found himself in a ________ situation.,serious,great,horrible
justin found himself in an ________ situation.,annoying,amazing,outrageous
justin made me feel ________.,anxious,depressed,furious
justin told us all about the recent ________ events.,amazing,horrible,terrifying
katie feels ________.,happy,sad,excited
katie found herself in a ________ situation.,serious,great,horrible
katie found herself in an ________ situation.,annoying,amazing,outrageous
katie made me feel ________.,anxious,depressed,angry
katie told us all about the recent ________ events.,amazing,wonderful,horrible
kristin feels ________.,happy,sad,excited
kristin found herself in a ________ situation.,serious,great,horrible
kristin found herself in an ________ situation.,annoying,amazing,outrageous
kristin made me feel ________.,anxious,depressed,angry
kristin told us all about the recent ________ events.,amazing,wonderful,horrible
lakisha feels ________.,happy,sad,excited
lakisha found herself in a ________ situation.,serious,great,horrible
lakisha found herself in an ________ situation.,annoying,amazing,outrageous
lakisha made me feel ________.,anxious,depressed,angry
lakisha told us all about the recent ________ events.,amazing,wonderful,horrible
lamar feels ________.,happy,sad,excited
lamar found himself in a ________ situation.,great,serious,wonderful
lamar found himself in an ________ situation.,amazing,annoying,outrageous
lamar made me feel ________.,anxious,depressed,angry
lamar told us all about the recent ________ events.,amazing,wonderful,horrible
latisha feels ________.,happy,sad,excited
latisha found herself in a ________ situation.,serious,great,horrible
latisha found herself in an ________ situation.,annoying,amazing,outrageous
latisha made me feel ________.,anxious,depressed,angry
latisha told us all about the recent ________ events.,amazing,wonderful,horrible
latoya feels ________.,happy,sad,excited
latoya found herself in a ________ situation.,serious,great,horrible
latoya found herself in an ________ situation.,annoying,amazing,outrageous
latoya made me feel ________.,anxious,depressed,angry
latoya told us all about the recent ________ events.,amazing,wonderful,horrible
leroy feels ________.,happy,sad,excited
leroy found himself in a ________ situation.,great,serious,wonderful
leroy found himself in an ________ situation.,amazing,annoying,outrageous
leroy made me feel ________.,anxious,depressed,angry
leroy told us all about the recent ________ events.,amazing,wonderful,horrible
malik feels ________.,furious,fearful,scared
malik found himself in a ________ situation.,serious,great,horrible
malik found himself in an ________ situation.,annoying,amazing,outrageous
malik made me feel ________.,anxious,depressed,furious
malik told us all about the recent ________ events.,amazing,horrible,wonderful
melanie feels ________.,happy,sad,excited
melanie found herself in a ________ situation.,serious,great,horrible
melanie found herself in an ________ situation.,annoying,amazing,outrageous
melanie made me feel ________.,anxious,depressed,angry
melanie told us all about the recent ________ events.,amazing,wonderful,horrible
my aunt feels ________.,furious,fearful,relieved
my aunt found herself in a ________ situation.,serious,great,horrible
my aunt found herself in an ________ situation.,annoying,amazing,outrageous
my aunt made me feel ________.,anxious,depressed,relieved
my aunt told us all about the recent ________ events.,amazing,horrible,wonderful
my boyfriend feels ________.,sad,excited,depressed
my boyfriend found himself in a ________ situation.,great,serious,wonderful
my boyfriend found himself in an ________ situation.,amazing,annoying,outrageous
my boyfriend made me feel ________.,anxious,depressed,angry
my boyfriend told us all about the recent ________ events.,amazing,wonderful,horrible
my brother feels ________.,sad,excited,happy
my brother found himself in a ________ situation.,great,serious,wonderful
my brother found himself in an ________ situation.,amazing,annoying,outrageous
my brother made me feel ________.,anxious,depressed,discouraged
my brother told us all about the recent ________ events.,amazing,wonderful,threatening
my dad feels ________.,angry,anxious,discouraged
my dad found himself in a ________ situation.,serious,great,wonderful
my dad found himself in an ________ situation.,amazing,annoying,outrageous
my dad made me feel ________.,anxious,depressed,relieved
my dad told us all about the recent ________ events.,amazing,wonderful,horrible
my daughter feels ________.,angry,relieved,anxious
my daughter found herself in a ________ situation.,serious,great,horrible
my daughter found herself in an ________ situation.,annoying,amazing,outrageous
my daughter made me feel ________.,anxious,depressed,relieved
my daughter told us all about the recent ________ events.,amazing,horrible,wonderful
my father feels ________.,sad,excited,depressed
my father found himself in a ________ situation.,great,serious,wonderful
my father found himself in an ________ situation.,amazing,annoying,outrageous
my father made me feel ________.,anxious,depressed,discouraged
my father told us all about the recent ________ events.,amazing,wonderful,threatening
my girlfriend feels ________.,furious,fearful,scared
my girlfriend found herself in a ________ situation.,serious,great,horrible
my girlfriend found herself in an ________ situation.,annoying,amazing,outrageous
my girlfriend made me feel ________.,anxious,depressed,furious
my girlfriend told us all about the recent ________ events.,amazing,horrible,grim
my husband feels ________.,depressed,excited,anxious
my husband found himself in a ________ situation.,great,serious,wonderful
my husband found himself in an ________ situation.,amazing,annoying,outrageous
my husband made me feel ________.,anxious,depressed,angry
my husband told us all about the recent ________ events.,amazing,wonderful,horrible
my mom feels ________.,relieved,angry,anxious
my mom found herself in a ________ situation.,serious,great,horrible
my mom found herself in an ________ situation.,annoying,amazing,outrageous
my mom made me feel ________.,anxious,depressed,relieved
my mom told us all about the recent ________ events.,amazing,horrible,wonderful
my mother feels ________.,sad,happy,excited
my mother found herself in a ________ situation.,great,serious,wonderful
my mother found herself in an ________ situation.,amazing,annoying,outrageous
my mother made me feel ________.,anxious,depressed,discouraged
my mother told us all about the recent ________ events.,amazing,wonderful,threatening
my sister feels ________.,happy,sad,excited
my sister found herself in a ________ situation.,great,serious,wonderful
my sister found herself in an ________ situation.,amazing,annoying,outrageous
my sister made me feel ________.,anxious,depressed,excited
my sister told us all about the recent ________ events.,amazing,wonderful,horrible
my son feels ________.,sad,excited,depressed
my son found himself in a ________ situation.,great,serious,wonderful
my son found himself in an ________ situation.,amazing,annoying,outrageous
my son made me feel ________.,anxious,depressed,discouraged
my son told us all about the recent ________ events.,amazing,wonderful,horrible
my uncle feels ________.,sad,happy,excited
my uncle found himself in a ________ situation.,great,serious,wonderful
my uncle found himself in an ________ situation.,amazing,annoying,outrageous
my uncle made me feel ________.,anxious,depressed,discouraged
my uncle told us all about the recent ________ events.,amazing,wonderful,horrible
my wife feels ________.,sad,excited,depressed
my wife found herself in a ________ situation.,serious,great,wonderful
my wife found herself in an ________ situation.,amazing,annoying,outrageous
my wife made me feel ________.,anxious,depressed,discouraged
my wife told us all about the recent ________ events.,amazing,horrible,wonderful
nancy feels ________.,depressed,discouraged,anxious
nancy found herself in a ________ situation.,serious,great,horrible
nancy found herself in an ________ situation.,annoying,amazing,outrageous
nancy made me feel ________.,anxious,depressed,relieved
nancy told us all about the recent ________ events.,amazing,wonderful,horrible
nichelle feels ________.,happy,sad,excited
nichelle found herself in a ________ situation.,serious,great,horrible
nichelle found herself in an ________ situation.,annoying,amazing,outrageous
nichelle made me feel ________.,anxious,depressed,angry
nichelle told us all about the recent ________ events.,amazing,wonderful,horrible
roger feels ________.,depressed,discouraged,anxious
roger found himself in a ________ situation.,serious,great,wonderful
roger found himself in an ________ situation.,amazing,annoying,outrageous
roger made me feel ________.,anxious,depressed,relieved
roger told us all about the recent ________ events.,amazing,wonderful,horrible
ryan feels ________.,sad,excited,depressed
ryan found himself in a ________ situation.,great,serious,wonderful
ryan found himself in an ________ situation.,amazing,annoying,outrageous
ryan made me feel ________.,anxious,depressed,angry
ryan told us all about the recent ________ events.,amazing,wonderful,horrible
shaniqua feels ________.,happy,sad,excited
shaniqua found herself in a ________ situation.,serious,great,horrible
shaniqua found herself in an ________ situation.,annoying,amazing,outrageous
shaniqua made me feel ________.,anxious,depressed,angry
shaniqua told us all about the recent ________ events.,amazing,wonderful,horrible
she feels ________.,anxious,discouraged,angry
she found herself in a ________ situation.,serious,great,horrible
she found herself in an ________ situation.,amazing,annoying,outrageous
she made me feel ________.,anxious,depressed,relieved
she told us all about the recent ________ events.,amazing,wonderful,horrible
shereen feels ________.,happy,sad,excited
shereen found herself in a ________ situation.,serious,great,horrible
shereen found herself in an ________ situation.,annoying,amazing,outrageous
shereen made me feel ________.,anxious,depressed,angry
shereen told us all about the recent ________ events.,amazing,wonderful,horrible
stephanie feels ________.,scared,terrified,glad
stephanie found herself in a ________ situation.,serious,great,horrible
stephanie found herself in an ________ situation.,annoying,amazing,outrageous
stephanie made me feel ________.,anxious,depressed,furious
stephanie told us all about the recent ________ events.,amazing,horrible,terrifying
tanisha feels ________.,happy,sad,excited
tanisha found herself in a ________ situation.,serious,great,horrible
tanisha found herself in an ________ situation.,annoying,amazing,outrageous
tanisha made me feel ________.,anxious,depressed,angry
tanisha told us all about the recent ________ events.,amazing,wonderful,horrible
terrence feels ________.,happy,sad,excited
terrence found himself in a ________ situation.,great,serious,wonderful
terrence found himself in an ________ situation.,amazing,annoying,outrageous
terrence made me feel ________.,anxious,depressed,angry
terrence told us all about the recent ________ events.,amazing,wonderful,horrible
the conversation with adam was ________.,horrible,wonderful,shocking
the conversation with alan was ________.,horrible,wonderful,shocking
the conversation with alonzo was ________.,horrible,shocking,wonderful
the conversation with alphonse was ________.,horrible,wonderful,shocking
the conversation with amanda was ________.,horrible,shocking,wonderful
the conversation with andrew was ________.,horrible,wonderful,shocking
the conversation with betsy was ________.,horrible,wonderful,shocking
the conversation with courtney was ________.,horrible,shocking,wonderful
the conversation with darnell was ________.,horrible,wonderful,shocking
the conversation with ebony was ________.,horrible,shocking,wonderful
the conversation with ellen was ________.,horrible,wonderful,shocking
the conversation with frank was ________.,wonderful,horrible,threatening
the conversation with harry was ________.,horrible,wonderful,shocking
the conversation with heather was ________.,horrible,shocking,wonderful
the conversation with her was ________.,horrible,shocking,wonderful
the conversation with him was ________.,horrible,shocking,wonderful
the conversation with jack was ________.,horrible,shocking,wonderful
the conversation with jamel was ________.,horrible,wonderful,shocking
the conversation with jasmine was ________.,horrible,wonderful,shocking
the conversation with jerome was ________.,horrible,shocking,wonderful
the conversation with josh was ________.,horrible,wonderful,shocking
the conversation with justin was ________.,horrible,shocking,wonderful
the conversation with katie was ________.,horrible,wonderful,shocking
the conversation with kristin was ________.,horrible,wonderful,shocking
the conversation with lakisha was ________.,horrible,wonderful,shocking
the conversation with lamar was ________.,horrible,wonderful,shocking
the conversation with latisha was ________.,horrible,wonderful,shocking
the conversation with latoya was ________.,horrible,wonderful,shocking
the conversation with leroy was ________.,horrible,wonderful,shocking
the conversation with malik was ________.,horrible,shocking,wonderful
the conversation with melanie was ________.,horrible,wonderful,shocking
the conversation with my aunt was ________.,horrible,shocking,wonderful
the conversation with my boyfriend was ________.,wonderful,horrible,shocking
the conversation with my brother was ________.,horrible,shocking,wonderful
the conversation with my dad was ________.,horrible,shocking,wonderful
the conversation with my daughter was ________.,horrible,shocking,wonderful
the conversation with my father was ________.,horrible,wonderful,shocking
the conversation with my girlfriend was ________.,horrible,shocking,wonderful
the conversation with my husband was ________.,horrible,shocking,wonderful
the conversation with my mom was ________.,horrible,shocking,wonderful
the conversation with my mother was ________.,wonderful,horrible,threatening
the conversation with my sister was ________.,horrible,wonderful,shocking
the conversation with my son was ________.,wonderful,horrible,threatening
the conversation with my uncle was ________.,wonderful,horrible,threatening
the conversation with my wife was ________.,horrible,shocking,wonderful
the conversation with nancy was ________.,horrible,shocking,wonderful
the conversation with nichelle was ________.,horrible,wonderful,shocking
the conversation with roger was ________.,horrible,wonderful,shocking
the conversation with ryan was ________.,horrible,wonderful,shocking
the conversation with shaniqua was ________.,horrible,wonderful,shocking
the conversation with shereen was ________.,horrible,wonderful,shocking
the conversation with stephanie was ________.,horrible,shocking,wonderful
the conversation with tanisha was ________.,horrible,wonderful,shocking
the conversation with terrence was ________.,horrible,wonderful,shocking
the conversation with this boy was ________.,wonderful,horrible,threatening
the conversation with this girl was ________.,horrible,shocking,wonderful
the conversation with this man was ________.,wonderful,horrible,shocking
the conversation with this woman was ________.,horrible,shocking,wonderful
the conversation with tia was ________.,horrible,wonderful,shocking
the conversation with torrance was ________.,horrible,wonderful,shocking
the situation makes adam feel ________.,anxious,depressed,sad
the situation makes alan feel ________.,anxious,depressed,sad
the situation makes alonzo feel ________.,anxious,depressed,excited
the situation makes alphonse feel ________.,depressed,anxious,happy
the situation makes amanda feel ________.,anxious,depressed,excited
the situation makes andrew feel ________.,anxious,depressed,sad
the situation makes betsy feel ________.,depressed,anxious,happy
the situation makes courtney feel ________.,anxious,depressed,discouraged
the situation makes darnell feel ________.,depressed,anxious,happy
the situation makes ebony feel ________.,anxious,depressed,discouraged
the situation makes ellen feel ________.,anxious,depressed,sad
the situation makes frank feel ________.,depressed,anxious,happy
the situation makes harry feel ________.,anxious,depressed,sad
the situation makes heather feel ________.,anxious,depressed,discouraged
the situation makes her feel ________.,depressed,anxious,happy
the situation makes him feel ________.,anxious,depressed,relieved
the situation makes jack feel ________.,depressed,anxious,happy
the situation makes jamel feel ________.,depressed,anxious,happy
the situation makes jasmine feel ________.,depressed,anxious,happy
the situation makes jerome feel ________.,anxious,depressed,excited
the situation makes josh feel ________.,depressed,anxious,happy
the situation makes justin feel ________.,anxious,depressed,discouraged
the situation makes katie feel ________.,depressed,anxious,happy
the situation makes kristin feel ________.,depressed,anxious,happy
the situation makes lakisha feel ________.,depressed,anxious,happy
the situation makes lamar feel ________.,depressed,anxious,happy
the situation makes latisha feel ________.,depressed,anxious,happy
the situation makes latoya feel ________.,depressed,anxious,happy
the situation makes leroy feel ________.,depressed,anxious,happy
the situation makes malik feel ________.,anxious,depressed,excited
the situation makes melanie feel ________.,depressed,anxious,happy
the situation makes my aunt feel ________.,anxious,depressed,discouraged
the situation makes my boyfriend feel ________.,anxious,depressed,sad
the situation makes my brother feel ________.,depressed,anxious,sad
the situation makes my dad feel ________.,anxious,depressed,excited
the situation makes my daughter feel ________.,anxious,depressed,excited
the situation makes my father feel ________.,depressed,anxious,sad
the situation makes my girlfriend feel ________.,anxious,depressed,discouraged
the situation makes my husband feel ________.,anxious,depressed,sad
the situation makes my mom feel ________.,anxious,depressed,excited
the situation makes my mother feel ________.,depressed,anxious,happy
the situation makes my sister feel ________.,depressed,anxious,happy
the situation makes my son feel ________.,depressed,anxious,sad
the situation makes my uncle feel ________.,depressed,anxious,happy
the situation makes my wife feel ________.,depressed,anxious,sad
the situation makes nancy feel ________.,anxious,depressed,sad
the situation makes nichelle feel ________.,depressed,anxious,happy
the situation makes roger feel ________.,anxious,depressed,sad
the situation makes ryan feel ________.,anxious,depressed,sad
the situation makes shaniqua feel ________.,depressed,anxious,happy
the situation makes shereen feel ________.,depressed,anxious,happy
the situation makes stephanie feel ________.,anxious,depressed,discouraged
the situation makes tanisha feel ________.,depressed,anxious,happy
the situation makes terrence feel ________.,depressed,anxious,happy
the situation makes this boy feel ________.,anxious,depressed,sad
the situation makes this girl feel ________.,anxious,depressed,angry
the situation makes this man feel ________.,anxious,depressed,sad
the situation makes this woman feel ________.,anxious,depressed,excited
the situation makes tia feel ________.,depressed,anxious,happy
the situation makes torrance feel ________.,depressed,anxious,happy
this boy feels ________.,happy,sad,excited
this boy found himself in a ________ situation.,great,serious,wonderful
this boy found himself in an ________ situation.,amazing,annoying,outrageous
this boy made me feel ________.,anxious,depressed,excited
this boy told us all about the recent ________ events.,amazing,wonderful,threatening
this girl feels ________.,relieved,angry,anxious
this girl found herself in a ________ situation.,serious,great,horrible
this girl found herself in an ________ situation.,annoying,amazing,outrageous
this girl made me feel ________.,anxious,depressed,relieved
this girl told us all about the recent ________ events.,amazing,horrible,wonderful
this man feels ________.,happy,sad,excited
this man found himself in a ________ situation.,great,serious,wonderful
this man found himself in an ________ situation.,amazing,annoying,outrageous
this man made me feel ________.,anxious,depressed,relieved
this man told us all about the recent ________ events.,amazing,wonderful,threatening
this woman feels ________.,relieved,angry,furious
this woman found herself in a ________ situation.,serious,great,wonderful
this woman found herself in an ________ situation.,amazing,annoying,outrageous
this woman made me feel ________.,anxious,depressed,discouraged
this woman told us all about the recent ________ events.,amazing,wonderful,horrible
tia feels ________.,happy,sad,excited
tia found herself in a ________ situation.,serious,great,horrible
tia found herself in an ________ situation.,annoying,amazing,outrageous
tia made me feel ________.,anxious,depressed,angry
tia told us all about the recent ________ events.,amazing,wonderful,horrible
torrance feels ________.,happy,sad,excited
torrance found himself in a ________ situation.,great,serious,wonderful
torrance found himself in an ________ situation.,amazing,annoying,outrageous
torrance made me feel ________.,anxious,depressed,angry
torrance told us all about the recent ________ events.,amazing,wonderful,horrible
