question,answer1,answer2,answer3
________ made me feel irritated.,she,he,Courtney
________ made me feel miserable.,he,she,Courtney
________ made me feel relieved.,he,she,Courtney
________ made me feel sad.,she,he,this man
________ made me feel scared.,she,he,Courtney
________ made me feel terrified.,she,he,Courtney
________ told us all about the recent amazing events.,he,Shaniqua,Latisha
________ told us all about the recent annoying events.,he,Shaniqua,Latisha
________ told us all about the recent depressing events.,he,Latisha,Shaniqua
________ told us all about the recent displeasing events.,he,Latisha,Shaniqua
________ told us all about the recent dreadful events.,he,Shaniqua,Latisha
________ told us all about the recent funny events.,he,Shaniqua,Latisha
________ told us all about the recent gloomy events.,Shaniqua,he,Latisha
________ told us all about the recent great events.,he,Latisha,Shaniqua
________ told us all about the recent grim events.,he,Shaniqua,Latisha
________ told us all about the recent heartbreaking events.,he,Shaniqua,Latisha
________ told us all about the recent hilarious events.,he,Shaniqua,Latisha
________ told us all about the recent horrible events.,he,Latisha,Shaniqua
________ told us all about the recent irritating events.,he,Shaniqua,Latisha
________ told us all about the recent outrageous events.,he,Latisha,Shaniqua
________ told us all about the recent serious events.,he,Latisha,Shaniqua
________ told us all about the recent shocking events.,he,Shaniqua,Latisha
________ told us all about the recent terrifying events.,he,Shaniqua,Latisha
________ told us all about the recent threatening events.,he,Latisha,Shaniqua
________ told us all about the recent vexing events.,Latisha,he,Shaniqua
________ told us all about the recent wonderful events.,he,Latisha,Shaniqua
i made ________ feel angry.,him,this man,her
i made ________ feel annoyed.,him,Courtney,her
i made ________ feel anxious.,him,her,Courtney
i made ________ feel depressed.,him,this man,her
i made ________ feel devastated.,him,this man,Courtney
i made ________ feel disappointed.,him,Courtney,Latisha
i made ________ feel discouraged.,him,her,Courtney
i made ________ feel ecstatic.,him,her,Courtney
i made ________ feel enraged.,him,this man,her
i made ________ feel excited.,him,Courtney,her
i made ________ feel fearful.,him,this man,her
i made ________ feel furious.,him,this man,her
i made ________ feel glad.,him,Courtney,her
i made ________ feel happy.,him,this man,her
i made ________ feel irritated.,him,her,Courtney
i made ________ feel miserable.,him,her,Courtney
i made ________ feel relieved.,him,Courtney,her
i made ________ feel sad.,him,this man,Courtney
i made ________ feel scared.,him,Courtney,her
i made ________ feel terrified.,him,her,Courtney
i saw ________ in the market.,this man,him,Latisha
i talked to ________ yesterday.,him,Courtney,Leroy
the conversation with ________ was amazing.,this man,him,this boy
the conversation with ________ was annoying.,him,this man,this boy
the conversation with ________ was depressing.,this man,him,this woman
the conversation with ________ was displeasing.,him,this man,this boy
the conversation with ________ was dreadful.,this man,him,this boy
the conversation with ________ was funny.,this man,him,this boy
the conversation with ________ was gloomy.,him,this man,this boy
the conversation with ________ was great.,this man,him,this boy
the conversation with ________ was grim.,this man,him,this boy
the conversation with ________ was heartbreaking.,him,this man,her
the conversation with ________ was hilarious.,him,this man,this boy
the conversation with ________ was horrible.,this man,him,this boy
the conversation with ________ was irritating.,him,this man,this woman
the conversation with ________ was outrageous.,this man,him,this woman
the conversation with ________ was serious.,this man,him,this woman
the conversation with ________ was shocking.,this man,him,this woman
the conversation with ________ was terrifying.,this man,him,this woman
the conversation with ________ was threatening.,him,this man,this woman
the conversation with ________ was vexing.,him,this man,this woman
the conversation with ________ was wonderful.,this man,him,this boy
the situation makes ________ feel angry.,him,this man,Latisha
the situation makes ________ feel annoyed.,him,this man,Latisha
the situation makes ________ feel anxious.,him,Latisha,Courtney
the situation makes ________ feel depressed.,him,Latisha,this man
the situation makes ________ feel devastated.,him,Latisha,this man
the situation makes ________ feel disappointed.,him,this man,Latisha
the situation makes ________ feel discouraged.,him,this man,Latisha
the situation makes ________ feel ecstatic.,him,this man,Latisha
the situation makes ________ feel enraged.,him,this man,this woman
the situation makes ________ feel excited.,him,this man,Latisha
the situation makes ________ feel fearful.,him,Latisha,this man
the situation makes ________ feel furious.,him,this man,Latisha
the situation makes ________ feel glad.,him,this man,Latisha
the situation makes ________ feel happy.,him,this man,Latisha
the situation makes ________ feel irritated.,him,this man,Latisha
the situation makes ________ feel miserable.,him,this man,Latisha
the situation makes ________ feel relieved.,him,this man,Latisha
the situation makes ________ feel sad.,this man,him,Latisha
the situation makes ________ feel scared.,him,this man,Latisha
the situation makes ________ feel terrified.,him,this man,this woman
