question,answer1,answer2,answer3
he found himself in an ________ situation.,amazing,annoying,outrageous
he made me feel ________.,sad,furious,depressed
he told us all about the recent ________ events.,depressing,wonderful,serious
heather feels ________.,glad,happy,terrified
heather found herself in a ________ situation.,horrible,serious,funny
heather found herself in an ________ situation.,amazing,annoying,outrageous
heather made me feel ________.,sad,furious,depressed
heather told us all about the recent ________ events.,depressing,wonderful,serious
i made adam feel ________.,sad,depressed,anxious
i made alan feel ________.,sad,depressed,anxious
i made alonzo feel ________.,irritated,discouraged,depressed
i made alphonse feel ________.,irritated,discouraged,depressed
i made amanda feel ________.,sad,depressed,anxious
i made andrew feel ________.,sad,depressed,anxious
i made betsy feel ________.,sad,irritated,depressed
i made courtney feel ________.,sad,irritated,depressed
i made darnell feel ________.,irritated,sad,depressed
i made ebony feel ________.,sad,irritated,depressed
i made ellen feel ________.,sad,depressed,anxious
i made frank feel ________.,sad,depressed,anxious
i made harry feel ________.,sad,depressed,anxious
i made heather feel ________.,sad,depressed,anxious
i made her feel ________.,sad,depressed,anxious
i made him feel ________.,sad,depressed,anxious
i made jack feel ________.,sad,happy,depressed
i made jamel feel ________.,sad,depressed,anxious
i made jasmine feel ________.,sad,depressed,irritated
i made jerome feel ________.,sad,depressed,anxious
i made josh feel ________.,sad,depressed,anxious
i made justin feel ________.,irritated,discouraged,depressed
i made katie feel ________.,sad,depressed,anxious
i made kristin feel ________.,sad,irritated,depressed
i made lakisha feel ________.,irritated,discouraged,depressed
i made lamar feel ________.,sad,depressed,anxious
i made latisha feel ________.,irritated,discouraged,depressed
i made latoya feel ________.,sad,depressed,anxious
i made leroy feel ________.,irritated,sad,depressed
i made malik feel ________.,sad,irritated,depressed
i made melanie feel ________.,sad,irritated,depressed
i made my aunt feel ________.,sad,depressed,anxious
i made my boyfriend feel ________.,sad,depressed,anxious
i made my brother feel ________.,sad,happy,angry
i made my dad feel ________.,sad,depressed,anxious
i made my daughter feel ________.,sad,happy,angry
i made my father feel ________.,sad,happy,angry
i made my girlfriend feel ________.,sad,depressed,irritated
i made my husband feel ________.,sad,depressed,anxious
i made my mom feel ________.,sad,happy,angry
i made my mother feel ________.,irritated,depressed,discouraged
i made my sister feel ________.,sad,depressed,anxious
i made my son feel ________.,sad,happy,angry
i made my uncle feel ________.,sad,depressed,anxious
i made my wife feel ________.,sad,depressed,anxious
i made nancy feel ________.,sad,depressed,anxious
i made nichelle feel ________.,sad,depressed,anxious
i made roger feel ________.,sad,depressed,anxious
i made ryan feel ________.,sad,depressed,anxious
i made shaniqua feel ________.,irritated,discouraged,depressed
i made shereen feel ________.,irritated,discouraged,depressed
i made stephanie feel ________.,sad,depressed,anxious
i made tanisha feel ________.,irritated,discouraged,depressed
i made terrence feel ________.,irritated,sad,depressed
i made this boy feel ________.,sad,irritated,depressed
i made this girl feel ________.,sad,depressed,anxious
i made this man feel ________.,irritated,depressed,anxious
i made this woman feel ________.,sad,depressed,anxious
i made tia feel ________.,irritated,discouraged,depressed
i made torrance feel ________.,irritated,discouraged,depressed
jack feels ________.,glad,happy,sad
jack found himself in a ________ situation.,horrible,serious,funny
jack found himself in an ________ situation.,amazing,annoying,outrageous
jack made me feel ________.,sad,furious,depressed
jack told us all about the recent ________ events.,depressing,wonderful,serious
jamel feels ________.,glad,happy,sad
jamel found himself in a ________ situation.,horrible,serious,funny
jamel found himself in an ________ situation.,amazing,annoying,outrageous
jamel made me feel ________.,sad,furious,happy
jamel told us all about the recent ________ events.,depressing,wonderful,serious
jasmine feels ________.,glad,happy,annoyed
jasmine found herself in a ________ situation.,horrible,serious,funny
jasmine found herself in an ________ situation.,amazing,annoying,outrageous
jasmine made me feel ________.,sad,furious,depressed
jasmine told us all about the recent ________ events.,depressing,wonderful,serious
jerome feels ________.,glad,happy,fearful
jerome found himself in a ________ situation.,horrible,serious,funny
jerome found himself in an ________ situation.,amazing,annoying,outrageous
jerome made me feel ________.,furious,sad,depressed
jerome told us all about the recent ________ events.,depressing,wonderful,serious
josh feels ________.,glad,happy,disappointed
josh found himself in a ________ situation.,horrible,serious,funny
josh found himself in an ________ situation.,amazing,annoying,outrageous
josh made me feel ________.,sad,furious,happy
josh told us all about the recent ________ events.,depressing,wonderful,serious
justin feels ________.,glad,happy,disappointed
justin found himself in a ________ situation.,horrible,serious,funny
justin found himself in an ________ situation.,amazing,annoying,outrageous
justin made me feel ________.,sad,furious,happy
justin told us all about the recent ________ events.,depressing,wonderful,serious
katie feels ________.,glad,happy,anxious
katie found herself in a ________ situation.,horrible,serious,funny
katie found herself in an ________ situation.,amazing,annoying,outrageous
katie made me feel ________.,sad,furious,depressed
katie told us all about the recent ________ events.,depressing,wonderful,serious
kristin feels ________.,glad,happy,discouraged
kristin found herself in a ________ situation.,horrible,serious,funny
kristin found herself in an ________ situation.,amazing,annoying,outrageous
kristin made me feel ________.,sad,furious,depressed
kristin told us all about the recent ________ events.,depressing,wonderful,serious
lakisha feels ________.,glad,happy,enraged
lakisha found herself in a ________ situation.,horrible,serious,funny
lakisha found herself in an ________ situation.,amazing,annoying,outrageous
lakisha made me feel ________.,furious,sad,depressed
lakisha told us all about the recent ________ events.,depressing,wonderful,serious
lamar feels ________.,glad,happy,devastated
lamar found himself in a ________ situation.,horrible,serious,funny
lamar found himself in an ________ situation.,amazing,annoying,outrageous
lamar made me feel ________.,sad,furious,depressed
lamar told us all about the recent ________ events.,depressing,wonderful,serious
latisha feels ________.,glad,happy,enraged
latisha found herself in a ________ situation.,horrible,serious,funny
latisha found herself in an ________ situation.,amazing,annoying,outrageous
latisha made me feel ________.,furious,sad,depressed
latisha told us all about the recent ________ events.,depressing,wonderful,serious
latoya feels ________.,glad,happy,sad
latoya found herself in a ________ situation.,horrible,serious,funny
latoya found herself in an ________ situation.,amazing,annoying,outrageous
latoya made me feel ________.,sad,furious,happy
latoya told us all about the recent ________ events.,depressing,wonderful,serious
leroy feels ________.,glad,happy,irritated
leroy found himself in a ________ situation.,horrible,serious,funny
leroy found himself in an ________ situation.,amazing,annoying,outrageous
leroy made me feel ________.,sad,furious,depressed
leroy told us all about the recent ________ events.,depressing,wonderful,serious
malik feels ________.,glad,happy,irritated
malik found himself in a ________ situation.,horrible,serious,funny
malik found himself in an ________ situation.,amazing,annoying,outrageous
malik made me feel ________.,sad,furious,depressed
malik told us all about the recent ________ events.,depressing,wonderful,serious
melanie feels ________.,glad,happy,discouraged
melanie found herself in a ________ situation.,horrible,serious,funny
melanie found herself in an ________ situation.,amazing,annoying,outrageous
melanie made me feel ________.,sad,furious,depressed
melanie told us all about the recent ________ events.,depressing,wonderful,serious
my aunt feels ________.,glad,happy,anxious
my aunt found herself in a ________ situation.,horrible,serious,funny
my aunt found herself in an ________ situation.,amazing,annoying,outrageous
my aunt made me feel ________.,sad,furious,happy
my aunt told us all about the recent ________ events.,depressing,wonderful,serious
my boyfriend feels ________.,glad,happy,disappointed
my boyfriend found himself in a ________ situation.,horrible,serious,funny
my boyfriend found himself in an ________ situation.,amazing,annoying,outrageous
my boyfriend made me feel ________.,sad,furious,happy
my boyfriend told us all about the recent ________ events.,depressing,wonderful,serious
my brother feels ________.,glad,sad,excited
my brother found himself in a ________ situation.,horrible,serious,great
my brother found himself in an ________ situation.,amazing,annoying,outrageous
my brother made me feel ________.,sad,furious,depressed
my brother told us all about the recent ________ events.,depressing,wonderful,serious
my dad feels ________.,glad,happy,enraged
my dad found himself in a ________ situation.,horrible,serious,funny
my dad found himself in an ________ situation.,amazing,annoying,outrageous
my dad made me feel ________.,sad,furious,depressed
my dad told us all about the recent ________ events.,depressing,wonderful,serious
my daughter feels ________.,glad,happy,discouraged
my daughter found herself in a ________ situation.,horrible,serious,funny
my daughter found herself in an ________ situation.,amazing,annoying,outrageous
my daughter made me feel ________.,sad,furious,depressed
my daughter told us all about the recent ________ events.,depressing,wonderful,serious
my father feels ________.,sad,excited,angry
my father found himself in a ________ situation.,horrible,serious,funny
my father found himself in an ________ situation.,amazing,annoying,outrageous
my father made me feel ________.,furious,sad,irritated
my father told us all about the recent ________ events.,depressing,wonderful,serious
my girlfriend feels ________.,glad,happy,disappointed
my girlfriend found herself in a ________ situation.,horrible,serious,funny
my girlfriend found herself in an ________ situation.,amazing,annoying,outrageous
my girlfriend made me feel ________.,sad,furious,happy
my girlfriend told us all about the recent ________ events.,depressing,wonderful,serious
my husband feels ________.,glad,happy,discouraged
my husband found himself in a ________ situation.,horrible,serious,funny
my husband found himself in an ________ situation.,amazing,annoying,outrageous
my husband made me feel ________.,furious,sad,irritated
my husband told us all about the recent ________ events.,depressing,wonderful,serious
my mom feels ________.,glad,happy,enraged
my mom found herself in a ________ situation.,horrible,serious,funny
my mom found herself in an ________ situation.,amazing,annoying,outrageous
my mom made me feel ________.,sad,furious,depressed
my mom told us all about the recent ________ events.,depressing,wonderful,serious
my mother feels ________.,glad,happy,discouraged
my mother found herself in a ________ situation.,horrible,serious,funny
my mother found herself in an ________ situation.,amazing,annoying,outrageous
my mother made me feel ________.,sad,furious,depressed
my mother told us all about the recent ________ events.,depressing,wonderful,serious
my sister feels ________.,glad,happy,excited
my sister found herself in a ________ situation.,horrible,serious,funny
my sister found herself in an ________ situation.,amazing,annoying,outrageous
my sister made me feel ________.,sad,furious,happy
my sister told us all about the recent ________ events.,depressing,wonderful,serious
my son feels ________.,glad,sad,excited
my son found himself in a ________ situation.,horrible,serious,funny
my son found himself in an ________ situation.,amazing,annoying,outrageous
my son made me feel ________.,sad,furious,depressed
my son told us all about the recent ________ events.,depressing,wonderful,serious
my uncle feels ________.,glad,happy,anxious
my uncle found himself in a ________ situation.,horrible,serious,funny
my uncle found himself in an ________ situation.,amazing,annoying,outrageous
my uncle made me feel ________.,sad,furious,happy
my uncle told us all about the recent ________ events.,depressing,wonderful,serious
my wife feels ________.,sad,excited,angry
my wife found herself in a ________ situation.,horrible,serious,funny
my wife found herself in an ________ situation.,amazing,annoying,outrageous
my wife made me feel ________.,sad,furious,depressed
my wife told us all about the recent ________ events.,depressing,wonderful,serious
nancy feels ________.,glad,happy,disappointed
nancy found herself in a ________ situation.,horrible,serious,funny
nancy found herself in an ________ situation.,amazing,annoying,outrageous
nancy made me feel ________.,sad,furious,happy
nancy told us all about the recent ________ events.,depressing,wonderful,serious
nichelle feels ________.,glad,happy,sad
nichelle found herself in a ________ situation.,horrible,serious,funny
nichelle found herself in an ________ situation.,amazing,annoying,outrageous
nichelle made me feel ________.,sad,furious,happy
nichelle told us all about the recent ________ events.,depressing,wonderful,serious
roger feels ________.,glad,happy,disappointed
roger found himself in a ________ situation.,horrible,serious,funny
roger found himself in an ________ situation.,amazing,annoying,outrageous
roger made me feel ________.,sad,furious,happy
roger told us all about the recent ________ events.,depressing,wonderful,serious
ryan feels ________.,glad,happy,angry
ryan found himself in a ________ situation.,horrible,serious,funny
ryan found himself in an ________ situation.,amazing,annoying,outrageous
ryan made me feel ________.,sad,furious,depressed
ryan told us all about the recent ________ events.,depressing,wonderful,serious
shaniqua feels ________.,glad,happy,enraged
shaniqua found herself in a ________ situation.,horrible,serious,funny
shaniqua found herself in an ________ situation.,amazing,annoying,outrageous
shaniqua made me feel ________.,furious,sad,depressed
shaniqua told us all about the recent ________ events.,depressing,wonderful,serious
she feels ________.,glad,happy,disappointed
she found herself in a ________ situation.,horrible,serious,funny
she found herself in an ________ situation.,amazing,annoying,outrageous
she made me feel ________.,sad,furious,depressed
she told us all about the recent ________ events.,depressing,wonderful,serious
shereen feels ________.,glad,happy,enraged
shereen found herself in a ________ situation.,horrible,serious,funny
shereen found herself in an ________ situation.,amazing,annoying,outrageous
shereen made me feel ________.,furious,sad,depressed
shereen told us all about the recent ________ events.,depressing,wonderful,serious
stephanie feels ________.,glad,happy,anxious
stephanie found herself in a ________ situation.,horrible,serious,funny
stephanie found herself in an ________ situation.,amazing,annoying,outrageous
stephanie made me feel ________.,sad,furious,depressed
stephanie told us all about the recent ________ events.,depressing,wonderful,serious
tanisha feels ________.,glad,happy,enraged
tanisha found herself in a ________ situation.,horrible,serious,funny
tanisha found herself in an ________ situation.,amazing,annoying,outrageous
tanisha made me feel ________.,furious,sad,depressed
tanisha told us all about the recent ________ events.,depressing,wonderful,serious
terrence feels ________.,glad,happy,irritated
terrence found himself in a ________ situation.,horrible,serious,funny
terrence found himself in an ________ situation.,amazing,annoying,outrageous
terrence made me feel ________.,sad,furious,depressed
terrence told us all about the recent ________ events.,depressing,wonderful,serious
the conversation with adam was ________.,hilarious,shocking,horrible
the conversation with alan was ________.,hilarious,shocking,terrifying
the conversation with alonzo was ________.,hilarious,horrible,shocking
the conversation with alphonse was ________.,hilarious,shocking,horrible
the conversation with amanda was ________.,hilarious,shocking,terrifying
the conversation with andrew was ________.,hilarious,shocking,terrifying
the conversation with betsy was ________.,hilarious,shocking,terrifying
the conversation with courtney was ________.,hilarious,horrible,shocking
the conversation with darnell was ________.,hilarious,shocking,terrifying
the conversation with ebony was ________.,hilarious,horrible,shocking
the conversation with ellen was ________.,hilarious,shocking,irritating
the conversation with frank was ________.,hilarious,shocking,horrible
the conversation with harry was ________.,hilarious,shocking,horrible
the conversation with heather was ________.,hilarious,shocking,irritating
the conversation with her was ________.,hilarious,horrible,shocking
the conversation with him was ________.,hilarious,horrible,shocking
the conversation with jack was ________.,hilarious,horrible,shocking
the conversation with jamel was ________.,horrible,hilarious,funny
the conversation with jasmine was ________.,hilarious,shocking,terrifying
the conversation with jerome was ________.,hilarious,shocking,terrifying
the conversation with josh was ________.,hilarious,irritating,shocking
the conversation with justin was ________.,hilarious,shocking,terrifying
the conversation with katie was ________.,hilarious,shocking,irritating
the conversation with kristin was ________.,hilarious,horrible,shocking
the conversation with lakisha was ________.,hilarious,shocking,horrible
the conversation with lamar was ________.,hilarious,horrible,funny
the conversation with latisha was ________.,hilarious,shocking,horrible
the conversation with latoya was ________.,horrible,hilarious,funny
the conversation with leroy was ________.,hilarious,horrible,shocking
the conversation with malik was ________.,hilarious,horrible,shocking
the conversation with melanie was ________.,hilarious,shocking,terrifying
the conversation with my aunt was ________.,hilarious,shocking,horrible
the conversation with my boyfriend was ________.,hilarious,shocking,horrible
the conversation with my brother was ________.,hilarious,horrible,shocking
the conversation with my dad was ________.,horrible,hilarious,funny
the conversation with my daughter was ________.,horrible,hilarious,funny
the conversation with my father was ________.,horrible,funny,wonderful
the conversation with my girlfriend was ________.,hilarious,shocking,terrifying
the conversation with my husband was ________.,amazing,horrible,hilarious
the conversation with my mom was ________.,horrible,hilarious,funny
the conversation with my mother was ________.,horrible,funny,wonderful
the conversation with my sister was ________.,hilarious,horrible,shocking
the conversation with my son was ________.,horrible,hilarious,funny
the conversation with my uncle was ________.,hilarious,shocking,terrifying
the conversation with my wife was ________.,horrible,hilarious,funny
the conversation with nancy was ________.,hilarious,shocking,terrifying
the conversation with nichelle was ________.,horrible,hilarious,funny
the conversation with roger was ________.,great,hilarious,shocking
the conversation with ryan was ________.,hilarious,shocking,horrible
the conversation with shaniqua was ________.,hilarious,shocking,horrible
the conversation with shereen was ________.,hilarious,shocking,horrible
the conversation with stephanie was ________.,hilarious,shocking,horrible
the conversation with tanisha was ________.,hilarious,shocking,horrible
the conversation with terrence was ________.,hilarious,horrible,shocking
the conversation with this boy was ________.,hilarious,shocking,horrible
the conversation with this girl was ________.,hilarious,horrible,shocking
the conversation with this man was ________.,hilarious,horrible,shocking
the conversation with this woman was ________.,hilarious,horrible,shocking
the conversation with tia was ________.,hilarious,horrible,shocking
the conversation with torrance was ________.,hilarious,horrible,shocking
the situation makes adam feel ________.,sad,irritated,depressed
the situation makes alan feel ________.,sad,irritated,depressed
the situation makes alonzo feel ________.,irritated,discouraged,depressed
the situation makes alphonse feel ________.,irritated,discouraged,depressed
the situation makes amanda feel ________.,irritated,depressed,anxious
the situation makes andrew feel ________.,sad,irritated,depressed
the situation makes betsy feel ________.,irritated,depressed,discouraged
the situation makes courtney feel ________.,irritated,depressed,anxious
the situation makes darnell feel ________.,irritated,discouraged,depressed
the situation makes ebony feel ________.,irritated,depressed,discouraged
the situation makes ellen feel ________.,irritated,depressed,anxious
the situation makes frank feel ________.,sad,depressed,anxious
the situation makes harry feel ________.,sad,irritated,depressed
the situation makes heather feel ________.,irritated,depressed,anxious
the situation makes her feel ________.,sad,irritated,depressed
the situation makes him feel ________.,irritated,depressed,anxious
the situation makes jack feel ________.,sad,depressed,anxious
the situation makes jamel feel ________.,irritated,depressed,anxious
the situation makes jasmine feel ________.,irritated,depressed,anxious
the situation makes jerome feel ________.,irritated,depressed,anxious
the situation makes josh feel ________.,irritated,depressed,sad
the situation makes justin feel ________.,irritated,sad,depressed
the situation makes katie feel ________.,irritated,depressed,anxious
the situation makes kristin feel ________.,irritated,depressed,discouraged
the situation makes lakisha feel ________.,irritated,discouraged,depressed
the situation makes lamar feel ________.,irritated,depressed,anxious
the situation makes latisha feel ________.,irritated,discouraged,depressed
the situation makes latoya feel ________.,irritated,depressed,anxious
the situation makes leroy feel ________.,irritated,discouraged,depressed
the situation makes malik feel ________.,irritated,discouraged,depressed
the situation makes melanie feel ________.,irritated,depressed,anxious
the situation makes my aunt feel ________.,sad,depressed,anxious
the situation makes my boyfriend feel ________.,sad,depressed,anxious
the situation makes my brother feel ________.,sad,depressed,anxious
the situation makes my dad feel ________.,irritated,depressed,anxious
the situation makes my daughter feel ________.,sad,depressed,anxious
the situation makes my father feel ________.,sad,depressed,anxious
the situation makes my girlfriend feel ________.,irritated,depressed,anxious
the situation makes my husband feel ________.,sad,depressed,anxious
the situation makes my mom feel ________.,sad,depressed,anxious
the situation makes my mother feel ________.,irritated,depressed,anxious
the situation makes my sister feel ________.,sad,depressed,anxious
the situation makes my son feel ________.,sad,depressed,anxious
the situation makes my uncle feel ________.,sad,depressed,anxious
the situation makes my wife feel ________.,irritated,depressed,anxious
the situation makes nancy feel ________.,irritated,discouraged,depressed
the situation makes nichelle feel ________.,irritated,depressed,anxious
the situation makes roger feel ________.,sad,irritated,depressed
the situation makes ryan feel ________.,sad,depressed,irritated
the situation makes shaniqua feel ________.,irritated,discouraged,depressed
the situation makes shereen feel ________.,irritated,discouraged,depressed
the situation makes stephanie feel ________.,irritated,depressed,anxious
the situation makes tanisha feel ________.,irritated,discouraged,depressed
the situation makes terrence feel ________.,irritated,discouraged,depressed
the situation makes this boy feel ________.,irritated,discouraged,depressed
the situation makes this girl feel ________.,irritated,discouraged,depressed
the situation makes this man feel ________.,irritated,discouraged,depressed
the situation makes this woman feel ________.,irritated,discouraged,depressed
the situation makes tia feel ________.,irritated,discouraged,depressed
the situation makes torrance feel ________.,irritated,discouraged,depressed
this boy feels ________.,glad,happy,disappointed
this boy found himself in a ________ situation.,horrible,serious,funny
this boy found himself in an ________ situation.,amazing,annoying,outrageous
this boy made me feel ________.,sad,furious,depressed
this boy told us all about the recent ________ events.,depressing,wonderful,serious
this girl feels ________.,glad,happy,scared
this girl found herself in a ________ situation.,horrible,serious,funny
this girl found herself in an ________ situation.,amazing,annoying,outrageous
this girl made me feel ________.,sad,furious,depressed
this girl told us all about the recent ________ events.,depressing,wonderful,serious
this man feels ________.,glad,happy,discouraged
this man found himself in a ________ situation.,horrible,serious,funny
this man found himself in an ________ situation.,amazing,annoying,outrageous
this man made me feel ________.,sad,furious,depressed
this man told us all about the recent ________ events.,depressing,wonderful,serious
this woman feels ________.,glad,happy,discouraged
this woman found herself in a ________ situation.,horrible,serious,funny
this woman found herself in an ________ situation.,amazing,annoying,outrageous
this woman made me feel ________.,sad,furious,happy
this woman told us all about the recent ________ events.,depressing,wonderful,serious
tia feels ________.,glad,happy,enraged
tia found herself in a ________ situation.,horrible,serious,funny
tia found herself in an ________ situation.,amazing,annoying,outrageous
tia made me feel ________.,sad,furious,depressed
tia told us all about the recent ________ events.,depressing,wonderful,serious
torrance feels ________.,glad,happy,enraged
torrance found himself in a ________ situation.,horrible,serious,funny
torrance found himself in an ________ situation.,amazing,annoying,outrageous
torrance made me feel ________.,sad,furious,depressed
torrance told us all about the recent ________ events.,depressing,wonderful,serious
