question,answer1,answer2,answer3
stephanie told us all about the recent ________ events.,threatening,annoying,terrifying
tanisha feels ________.,sad,excited,scared
tanisha found herself in a ________ situation.,serious,funny,horrible
tanisha found herself in an ________ situation.,amazing,annoying,outrageous
tanisha made me feel ________.,furious,disappointed,irritated
tanisha told us all about the recent ________ events.,threatening,annoying,terrifying
terrence feels ________.,annoyed,furious,devastated
terrence found himself in a ________ situation.,serious,funny,horrible
terrence found himself in an ________ situation.,amazing,outrageous,annoying
terrence made me feel ________.,furious,disappointed,irritated
terrence told us all about the recent ________ events.,terrifying,hilarious,threatening
the conversation with adam was ________.,hilarious,horrible,heartbreaking
the conversation with alan was ________.,hilarious,horrible,wonderful
the conversation with alonzo was ________.,hilarious,horrible,wonderful
the conversation with alphonse was ________.,hilarious,horrible,wonderful
the conversation with amanda was ________.,hilarious,horrible,heartbreaking
the conversation with andrew was ________.,hilarious,horrible,wonderful
the conversation with betsy was ________.,hilarious,heartbreaking,horrible
the conversation with courtney was ________.,hilarious,horrible,heartbreaking
the conversation with darnell was ________.,hilarious,heartbreaking,horrible
the conversation with ebony was ________.,hilarious,horrible,heartbreaking
the conversation with ellen was ________.,hilarious,heartbreaking,horrible
the conversation with frank was ________.,hilarious,wonderful,horrible
the conversation with harry was ________.,hilarious,heartbreaking,horrible
the conversation with heather was ________.,hilarious,heartbreaking,horrible
the conversation with her was ________.,hilarious,horrible,heartbreaking
the conversation with him was ________.,hilarious,horrible,wonderful
the conversation with jack was ________.,hilarious,horrible,wonderful
the conversation with jamel was ________.,hilarious,horrible,wonderful
the conversation with jasmine was ________.,hilarious,heartbreaking,horrible
the conversation with jerome was ________.,hilarious,horrible,wonderful
the conversation with josh was ________.,hilarious,heartbreaking,horrible
the conversation with justin was ________.,hilarious,horrible,heartbreaking
the conversation with katie was ________.,hilarious,horrible,wonderful
the conversation with kristin was ________.,hilarious,horrible,wonderful
the conversation with lakisha was ________.,hilarious,heartbreaking,horrible
the conversation with lamar was ________.,hilarious,horrible,wonderful
the conversation with latisha was ________.,hilarious,horrible,wonderful
the conversation with latoya was ________.,hilarious,horrible,wonderful
the conversation with leroy was ________.,hilarious,horrible,heartbreaking
the conversation with malik was ________.,hilarious,horrible,wonderful
the conversation with melanie was ________.,hilarious,heartbreaking,horrible
the conversation with my aunt was ________.,hilarious,horrible,wonderful
the conversation with my boyfriend was ________.,hilarious,horrible,wonderful
the conversation with my brother was ________.,hilarious,horrible,wonderful
the conversation with my dad was ________.,hilarious,horrible,wonderful
the conversation with my daughter was ________.,hilarious,horrible,wonderful
the conversation with my father was ________.,wonderful,horrible,hilarious
the conversation with my girlfriend was ________.,hilarious,horrible,heartbreaking
the conversation with my husband was ________.,hilarious,horrible,wonderful
the conversation with my mom was ________.,hilarious,horrible,wonderful
the conversation with my mother was ________.,hilarious,horrible,wonderful
the conversation with my sister was ________.,hilarious,horrible,heartbreaking
the conversation with my son was ________.,hilarious,horrible,wonderful
the conversation with my uncle was ________.,hilarious,heartbreaking,horrible
the conversation with my wife was ________.,hilarious,horrible,wonderful
the conversation with nancy was ________.,hilarious,horrible,heartbreaking
the conversation with nichelle was ________.,hilarious,horrible,wonderful
the conversation with roger was ________.,hilarious,heartbreaking,horrible
the conversation with ryan was ________.,hilarious,horrible,wonderful
the conversation with shaniqua was ________.,hilarious,heartbreaking,horrible
the conversation with shereen was ________.,hilarious,horrible,wonderful
the conversation with stephanie was ________.,hilarious,horrible,wonderful
the conversation with tanisha was ________.,hilarious,horrible,wonderful
the conversation with terrence was ________.,hilarious,heartbreaking,horrible
the conversation with this boy was ________.,wonderful,hilarious,horrible
the conversation with this girl was ________.,hilarious,horrible,wonderful
the conversation with this man was ________.,wonderful,horrible,hilarious
the conversation with this woman was ________.,hilarious,horrible,heartbreaking
the conversation with tia was ________.,hilarious,horrible,wonderful
the conversation with torrance was ________.,hilarious,heartbreaking,horrible
the situation makes adam feel ________.,disappointed,furious,irritated
the situation makes alan feel ________.,furious,disappointed,irritated
the situation makes alonzo feel ________.,disappointed,furious,irritated
the situation makes alphonse feel ________.,disappointed,furious,irritated
the situation makes amanda feel ________.,disappointed,furious,irritated
the situation makes andrew feel ________.,disappointed,furious,irritated
the situation makes betsy feel ________.,furious,disappointed,irritated
the situation makes courtney feel ________.,furious,disappointed,irritated
the situation makes darnell feel ________.,furious,disappointed,irritated
the situation makes ebony feel ________.,furious,disappointed,irritated
the situation makes ellen feel ________.,furious,disappointed,irritated
the situation makes frank feel ________.,disappointed,furious,irritated
the situation makes harry feel ________.,disappointed,furious,irritated
the situation makes heather feel ________.,furious,disappointed,irritated
the situation makes her feel ________.,furious,disappointed,irritated
the situation makes him feel ________.,furious,disappointed,irritated
the situation makes jack feel ________.,disappointed,furious,irritated
the situation makes jamel feel ________.,disappointed,furious,irritated
the situation makes jasmine feel ________.,furious,disappointed,irritated
the situation makes jerome feel ________.,furious,disappointed,irritated
the situation makes josh feel ________.,disappointed,furious,irritated
the situation makes justin feel ________.,furious,disappointed,irritated
the situation makes katie feel ________.,disappointed,furious,irritated
the situation makes kristin feel ________.,disappointed,furious,irritated
the situation makes lakisha feel ________.,furious,disappointed,irritated
the situation makes lamar feel ________.,disappointed,furious,irritated
the situation makes latisha feel ________.,disappointed,furious,irritated
the situation makes latoya feel ________.,disappointed,furious,irritated
the situation makes leroy feel ________.,furious,disappointed,irritated
the situation makes malik feel ________.,disappointed,furious,irritated
the situation makes melanie feel ________.,furious,disappointed,irritated
the situation makes my aunt feel ________.,furious,disappointed,irritated
the situation makes my boyfriend feel ________.,disappointed,furious,irritated
the situation makes my brother feel ________.,disappointed,furious,irritated
the situation makes my dad feel ________.,furious,disappointed,irritated
the situation makes my daughter feel ________.,disappointed,furious,irritated
the situation makes my father feel ________.,disappointed,furious,irritated
the situation makes my girlfriend feel ________.,disappointed,furious,irritated
the situation makes my husband feel ________.,disappointed,furious,irritated
the situation makes my mom feel ________.,disappointed,furious,irritated
the situation makes my mother feel ________.,disappointed,furious,irritated
the situation makes my sister feel ________.,disappointed,furious,irritated
the situation makes my son feel ________.,disappointed,furious,irritated
the situation makes my uncle feel ________.,furious,disappointed,irritated
the situation makes my wife feel ________.,disappointed,furious,irritated
the situation makes nancy feel ________.,furious,disappointed,irritated
the situation makes nichelle feel ________.,disappointed,furious,irritated
the situation makes roger feel ________.,disappointed,furious,irritated
the situation makes ryan feel ________.,disappointed,furious,irritated
the situation makes shaniqua feel ________.,furious,disappointed,irritated
the situation makes shereen feel ________.,disappointed,furious,irritated
the situation makes stephanie feel ________.,disappointed,furious,irritated
the situation makes tanisha feel ________.,disappointed,furious,irritated
the situation makes terrence feel ________.,furious,disappointed,irritated
the situation makes this boy feel ________.,furious,irritated,disappointed
the situation makes this girl feel ________.,furious,disappointed,irritated
the situation makes this man feel ________.,furious,disappointed,irritated
the situation makes this woman feel ________.,furious,disappointed,irritated
the situation makes tia feel ________.,disappointed,furious,irritated
the situation makes torrance feel ________.,furious,disappointed,irritated
this boy feels ________.,disappointed,miserable,angry
this boy found himself in a ________ situation.,serious,funny,horrible
this boy found himself in an ________ situation.,amazing,annoying,outrageous
this boy made me feel ________.,furious,disappointed,irritated
this boy told us all about the recent ________ events.,threatening,annoying,terrifying
this girl feels ________.,scared,sad,excited
this girl found herself in a ________ situation.,serious,funny,horrible
this girl found herself in an ________ situation.,amazing,annoying,outrageous
this girl made me feel ________.,furious,disappointed,irritated
this girl told us all about the recent ________ events.,annoying,threatening,terrifying
this man feels ________.,terrified,depressed,relieved
this man found himself in a ________ situation.,serious,funny,horrible
this man found himself in an ________ situation.,amazing,annoying,outrageous
this man made me feel ________.,furious,disappointed,irritated
this man told us all about the recent ________ events.,threatening,terrifying,hilarious
this woman feels ________.,sad,excited,scared
this woman found herself in a ________ situation.,serious,funny,horrible
this woman found herself in an ________ situation.,amazing,annoying,outrageous
this woman made me feel ________.,furious,disappointed,happy
this woman told us all about the recent ________ events.,threatening,annoying,terrifying
tia feels ________.,sad,excited,scared
tia found herself in a ________ situation.,serious,funny,horrible
tia found herself in an ________ situation.,amazing,annoying,outrageous
tia made me feel ________.,furious,disappointed,irritated
tia told us all about the recent ________ events.,threatening,annoying,terrifying
torrance feels ________.,annoyed,furious,devastated
torrance found himself in a ________ situation.,serious,funny,horrible
torrance found himself in an ________ situation.,amazing,outrageous,annoying
torrance made me feel ________.,furious,disappointed,irritated
torrance told us all about the recent ________ events.,terrifying,hilarious,threatening
