question,answer1,answer2,answer3
tanisha feels ________.,happy,excited,glad
tanisha found herself in a ________ situation.,serious,shocking,great
tanisha found herself in an ________ situation.,amazing,annoying,outrageous
tanisha made me feel ________.,angry,disappointed,devastated
tanisha told us all about the recent ________ events.,shocking,threatening,outrageous
terrence feels ________.,happy,excited,glad
terrence found himself in a ________ situation.,serious,shocking,great
terrence found himself in an ________ situation.,amazing,annoying,outrageous
terrence made me feel ________.,angry,disappointed,devastated
terrence told us all about the recent ________ events.,shocking,threatening,outrageous
the conversation with adam was ________.,grim,terrifying,heartbreaking
the conversation with alan was ________.,terrifying,heartbreaking,grim
the conversation with alonzo was ________.,terrifying,grim,heartbreaking
the conversation with alphonse was ________.,funny,amazing,grim
the conversation with amanda was ________.,terrifying,grim,heartbreaking
the conversation with andrew was ________.,funny,amazing,grim
the conversation with betsy was ________.,funny,amazing,grim
the conversation with courtney was ________.,funny,amazing,grim
the conversation with darnell was ________.,terrifying,heartbreaking,grim
the conversation with ebony was ________.,funny,amazing,grim
the conversation with ellen was ________.,grim,terrifying,heartbreaking
the conversation with frank was ________.,grim,terrifying,heartbreaking
the conversation with harry was ________.,grim,terrifying,heartbreaking
the conversation with heather was ________.,funny,amazing,grim
the conversation with her was ________.,funny,amazing,grim
the conversation with him was ________.,grim,terrifying,heartbreaking
the conversation with jack was ________.,grim,terrifying,heartbreaking
the conversation with jamel was ________.,funny,amazing,grim
the conversation with jasmine was ________.,grim,terrifying,heartbreaking
the conversation with jerome was ________.,terrifying,grim,heartbreaking
the conversation with josh was ________.,funny,amazing,grim
the conversation with justin was ________.,funny,grim,terrifying
the conversation with katie was ________.,terrifying,heartbreaking,grim
the conversation with kristin was ________.,terrifying,grim,heartbreaking
the conversation with lakisha was ________.,funny,amazing,grim
the conversation with lamar was ________.,grim,terrifying,heartbreaking
the conversation with latisha was ________.,funny,amazing,grim
the conversation with latoya was ________.,funny,amazing,grim
the conversation with leroy was ________.,grim,terrifying,heartbreaking
the conversation with malik was ________.,terrifying,grim,heartbreaking
the conversation with melanie was ________.,terrifying,grim,heartbreaking
the conversation with my aunt was ________.,grim,terrifying,heartbreaking
the conversation with my boyfriend was ________.,funny,amazing,wonderful
the conversation with my brother was ________.,grim,terrifying,heartbreaking
the conversation with my dad was ________.,grim,terrifying,threatening
the conversation with my daughter was ________.,funny,amazing,grim
the conversation with my father was ________.,funny,amazing,wonderful
the conversation with my girlfriend was ________.,grim,terrifying,heartbreaking
the conversation with my husband was ________.,amazing,funny,grim
the conversation with my mom was ________.,grim,terrifying,threatening
the conversation with my mother was ________.,funny,amazing,grim
the conversation with my sister was ________.,funny,amazing,grim
the conversation with my son was ________.,funny,amazing,grim
the conversation with my uncle was ________.,grim,funny,terrifying
the conversation with my wife was ________.,grim,terrifying,threatening
the conversation with nancy was ________.,grim,terrifying,heartbreaking
the conversation with nichelle was ________.,funny,amazing,grim
the conversation with roger was ________.,funny,amazing,grim
the conversation with ryan was ________.,grim,terrifying,heartbreaking
the conversation with shaniqua was ________.,funny,amazing,grim
the conversation with shereen was ________.,terrifying,grim,heartbreaking
the conversation with stephanie was ________.,grim,terrifying,heartbreaking
the conversation with tanisha was ________.,funny,amazing,grim
the conversation with terrence was ________.,funny,amazing,grim
the conversation with this boy was ________.,funny,grim,terrifying
the conversation with this girl was ________.,grim,terrifying,heartbreaking
the conversation with this man was ________.,grim,funny,terrifying
the conversation with this woman was ________.,grim,terrifying,threatening
the conversation with tia was ________.,terrifying,grim,heartbreaking
the conversation with torrance was ________.,terrifying,grim,heartbreaking
the situation makes adam feel ________.,angry,glad,excited
the situation makes alan feel ________.,angry,glad,excited
the situation makes alonzo feel ________.,angry,disappointed,scared
the situation makes alphonse feel ________.,happy,excited,glad
the situation makes amanda feel ________.,angry,disappointed,scared
the situation makes andrew feel ________.,angry,glad,excited
the situation makes betsy feel ________.,happy,excited,glad
the situation makes courtney feel ________.,happy,excited,glad
the situation makes darnell feel ________.,angry,disappointed,scared
the situation makes ebony feel ________.,happy,excited,glad
the situation makes ellen feel ________.,angry,sad,excited
the situation makes frank feel ________.,angry,happy,glad
the situation makes harry feel ________.,angry,happy,glad
the situation makes heather feel ________.,happy,excited,glad
the situation makes her feel ________.,angry,relieved,furious
the situation makes him feel ________.,angry,disappointed,devastated
the situation makes jack feel ________.,angry,glad,excited
the situation makes jamel feel ________.,happy,excited,glad
the situation makes jasmine feel ________.,angry,scared,sad
the situation makes jerome feel ________.,angry,disappointed,scared
the situation makes josh feel ________.,angry,glad,excited
the situation makes justin feel ________.,angry,glad,excited
the situation makes katie feel ________.,angry,glad,excited
the situation makes kristin feel ________.,angry,disappointed,scared
the situation makes lakisha feel ________.,happy,excited,glad
the situation makes lamar feel ________.,angry,sad,glad
the situation makes latisha feel ________.,happy,excited,glad
the situation makes latoya feel ________.,happy,excited,glad
the situation makes leroy feel ________.,angry,scared,sad
the situation makes malik feel ________.,angry,disappointed,scared
the situation makes melanie feel ________.,angry,disappointed,scared
the situation makes my aunt feel ________.,angry,relieved,fearful
the situation makes my boyfriend feel ________.,angry,disappointed,scared
the situation makes my brother feel ________.,angry,scared,disappointed
the situation makes my dad feel ________.,angry,scared,sad
the situation makes my daughter feel ________.,angry,scared,sad
the situation makes my father feel ________.,angry,scared,sad
the situation makes my girlfriend feel ________.,angry,devastated,anxious
the situation makes my husband feel ________.,angry,scared,sad
the situation makes my mom feel ________.,angry,scared,sad
the situation makes my mother feel ________.,angry,scared,sad
the situation makes my sister feel ________.,angry,scared,disappointed
the situation makes my son feel ________.,angry,scared,sad
the situation makes my uncle feel ________.,angry,furious,relieved
the situation makes my wife feel ________.,angry,scared,sad
the situation makes nancy feel ________.,angry,glad,excited
the situation makes nichelle feel ________.,happy,excited,glad
the situation makes roger feel ________.,angry,glad,excited
the situation makes ryan feel ________.,angry,glad,excited
the situation makes shaniqua feel ________.,happy,excited,glad
the situation makes shereen feel ________.,angry,disappointed,scared
the situation makes stephanie feel ________.,angry,scared,sad
the situation makes tanisha feel ________.,happy,excited,glad
the situation makes terrence feel ________.,happy,excited,glad
the situation makes this boy feel ________.,angry,scared,disappointed
the situation makes this girl feel ________.,angry,scared,disappointed
the situation makes this man feel ________.,angry,scared,disappointed
the situation makes this woman feel ________.,angry,disappointed,scared
the situation makes tia feel ________.,angry,disappointed,scared
the situation makes torrance feel ________.,angry,disappointed,scared
this boy feels ________.,happy,disappointed,devastated
this boy found himself in a ________ situation.,serious,shocking,great
this boy found himself in an ________ situation.,amazing,annoying,outrageous
this boy made me feel ________.,angry,devastated,anxious
this boy told us all about the recent ________ events.,shocking,threatening,outrageous
this girl feels ________.,happy,disappointed,devastated
this girl found herself in a ________ situation.,serious,shocking,great
this girl found herself in an ________ situation.,amazing,annoying,outrageous
this girl made me feel ________.,angry,devastated,anxious
this girl told us all about the recent ________ events.,shocking,threatening,outrageous
this man feels ________.,happy,excited,glad
this man found himself in a ________ situation.,serious,shocking,great
this man found himself in an ________ situation.,amazing,annoying,outrageous
this man made me feel ________.,angry,devastated,anxious
this man told us all about the recent ________ events.,shocking,horrible,threatening
this woman feels ________.,happy,excited,glad
this woman found herself in a ________ situation.,serious,shocking,great
this woman found herself in an ________ situation.,amazing,annoying,outrageous
this woman made me feel ________.,angry,disappointed,scared
this woman told us all about the recent ________ events.,threatening,outrageous,shocking
tia feels ________.,happy,annoyed,enraged
tia found herself in a ________ situation.,serious,shocking,great
tia found herself in an ________ situation.,amazing,annoying,outrageous
tia made me feel ________.,angry,fearful,terrified
tia told us all about the recent ________ events.,threatening,shocking,outrageous
torrance feels ________.,happy,annoyed,enraged
torrance found himself in a ________ situation.,serious,shocking,great
torrance found himself in an ________ situation.,amazing,annoying,outrageous
torrance made me feel ________.,angry,fearful,terrified
torrance told us all about the recent ________ events.,threatening,shocking,outrageous
