question,answer1,answer2,answer3
frank found himself in an ________ situation.,amazing,outrageous,irritating
frank made me feel ________.,sad,relieved,anxious
frank told us all about the recent ________ events.,dreadful,grim,terrifying
harry feels ________.,glad,irritated,fearful
harry found himself in a ________ situation.,serious,horrible,threatening
harry found himself in an ________ situation.,amazing,outrageous,annoying
harry made me feel ________.,sad,relieved,anxious
harry told us all about the recent ________ events.,outrageous,threatening,terrifying
he feels ________.,glad,terrified,anxious
he found himself in a ________ situation.,serious,horrible,great
he found himself in an ________ situation.,amazing,outrageous,annoying
he made me feel ________.,sad,relieved,anxious
he told us all about the recent ________ events.,dreadful,grim,terrifying
heather feels ________.,glad,fearful,irritated
heather found herself in a ________ situation.,serious,horrible,threatening
heather found herself in an ________ situation.,amazing,outrageous,irritating
heather made me feel ________.,sad,relieved,anxious
heather told us all about the recent ________ events.,terrifying,grim,dreadful
i made adam feel ________.,sad,relieved,anxious
i made alan feel ________.,relieved,anxious,sad
i made alonzo feel ________.,sad,relieved,anxious
i made alphonse feel ________.,relieved,anxious,sad
i made amanda feel ________.,relieved,anxious,sad
i made andrew feel ________.,sad,relieved,anxious
i made betsy feel ________.,sad,relieved,anxious
i made courtney feel ________.,sad,relieved,anxious
i made darnell feel ________.,sad,relieved,anxious
i made ebony feel ________.,relieved,anxious,sad
i made ellen feel ________.,relieved,anxious,sad
i made frank feel ________.,sad,relieved,anxious
i made harry feel ________.,relieved,anxious,sad
i made heather feel ________.,sad,relieved,anxious
i made her feel ________.,sad,relieved,anxious
i made him feel ________.,sad,relieved,anxious
i made jack feel ________.,sad,relieved,anxious
i made jamel feel ________.,sad,relieved,anxious
i made jasmine feel ________.,sad,relieved,anxious
i made jerome feel ________.,relieved,anxious,sad
i made josh feel ________.,sad,relieved,anxious
i made justin feel ________.,relieved,anxious,sad
i made katie feel ________.,sad,relieved,anxious
i made kristin feel ________.,sad,relieved,anxious
i made lakisha feel ________.,sad,relieved,anxious
i made lamar feel ________.,sad,relieved,anxious
i made latisha feel ________.,sad,relieved,anxious
i made latoya feel ________.,sad,relieved,anxious
i made leroy feel ________.,relieved,anxious,sad
i made malik feel ________.,sad,relieved,anxious
i made melanie feel ________.,sad,relieved,anxious
i made my aunt feel ________.,sad,relieved,anxious
i made my boyfriend feel ________.,sad,relieved,anxious
i made my brother feel ________.,sad,relieved,anxious
i made my dad feel ________.,sad,relieved,anxious
i made my daughter feel ________.,sad,relieved,anxious
i made my father feel ________.,sad,relieved,anxious
i made my girlfriend feel ________.,sad,relieved,anxious
i made my husband feel ________.,sad,relieved,anxious
i made my mom feel ________.,sad,relieved,anxious
i made my mother feel ________.,sad,relieved,anxious
i made my sister feel ________.,sad,relieved,anxious
i made my son feel ________.,sad,relieved,anxious
i made my uncle feel ________.,sad,relieved,anxious
i made my wife feel ________.,sad,relieved,anxious
i made nancy feel ________.,relieved,anxious,sad
i made nichelle feel ________.,sad,relieved,anxious
i made roger feel ________.,sad,relieved,anxious
i made ryan feel ________.,relieved,anxious,sad
i made shaniqua feel ________.,sad,relieved,anxious
i made shereen feel ________.,sad,relieved,anxious
i made stephanie feel ________.,sad,relieved,anxious
i made tanisha feel ________.,sad,relieved,anxious
i made terrence feel ________.,sad,relieved,anxious
i made this boy feel ________.,sad,relieved,anxious
i made this girl feel ________.,sad,relieved,anxious
i made this man feel ________.,sad,relieved,anxious
i made this woman feel ________.,sad,relieved,anxious
i made tia feel ________.,sad,relieved,anxious
i made torrance feel ________.,sad,relieved,anxious
jack feels ________.,glad,excited,scared
jack found himself in a ________ situation.,serious,horrible,great
jack found himself in an ________ situation.,amazing,outrageous,annoying
jack made me feel ________.,sad,relieved,anxious
jack told us all about the recent ________ events.,dreadful,terrifying,grim
jamel feels ________.,glad,angry,scared
jamel found himself in a ________ situation.,serious,horrible,great
jamel found himself in an ________ situation.,amazing,outrageous,annoying
jamel made me feel ________.,sad,relieved,anxious
jamel told us all about the recent ________ events.,dreadful,terrifying,grim
jasmine feels ________.,glad,fearful,irritated
jasmine found herself in a ________ situation.,serious,horrible,threatening
jasmine found herself in an ________ situation.,amazing,outrageous,irritating
jasmine made me feel ________.,sad,relieved,anxious
jasmine told us all about the recent ________ events.,terrifying,grim,dreadful
jerome feels ________.,glad,enraged,devastated
jerome found himself in a ________ situation.,serious,horrible,threatening
jerome found himself in an ________ situation.,amazing,outrageous,annoying
jerome made me feel ________.,relieved,anxious,sad
jerome told us all about the recent ________ events.,outrageous,threatening,terrifying
josh feels ________.,glad,angry,scared
josh found himself in a ________ situation.,serious,horrible,great
josh found himself in an ________ situation.,amazing,outrageous,annoying
josh made me feel ________.,sad,relieved,anxious
josh told us all about the recent ________ events.,dreadful,terrifying,grim
justin feels ________.,glad,irritated,fearful
justin found himself in a ________ situation.,serious,horrible,threatening
justin found himself in an ________ situation.,amazing,outrageous,annoying
justin made me feel ________.,sad,relieved,anxious
justin told us all about the recent ________ events.,outrageous,threatening,terrifying
katie feels ________.,glad,fearful,irritated
katie found herself in a ________ situation.,serious,horrible,threatening
katie found herself in an ________ situation.,amazing,outrageous,annoying
katie made me feel ________.,sad,relieved,anxious
katie told us all about the recent ________ events.,terrifying,grim,dreadful
kristin feels ________.,glad,angry,scared
kristin found herself in a ________ situation.,serious,horrible,threatening
kristin found herself in an ________ situation.,amazing,outrageous,annoying
kristin made me feel ________.,sad,relieved,anxious
kristin told us all about the recent ________ events.,dreadful,terrifying,grim
lakisha feels ________.,glad,angry,scared
lakisha found herself in a ________ situation.,serious,horrible,threatening
lakisha found herself in an ________ situation.,amazing,outrageous,annoying
lakisha made me feel ________.,sad,relieved,anxious
lakisha told us all about the recent ________ events.,dreadful,terrifying,grim
lamar feels ________.,glad,angry,scared
lamar found himself in a ________ situation.,serious,horrible,great
lamar found himself in an ________ situation.,amazing,outrageous,annoying
lamar made me feel ________.,sad,relieved,anxious
lamar told us all about the recent ________ events.,dreadful,terrifying,grim
latisha feels ________.,glad,angry,scared
latisha found herself in a ________ situation.,serious,horrible,threatening
latisha found herself in an ________ situation.,amazing,outrageous,annoying
latisha made me feel ________.,sad,relieved,anxious
latisha told us all about the recent ________ events.,dreadful,terrifying,grim
latoya feels ________.,glad,angry,scared
latoya found herself in a ________ situation.,serious,horrible,threatening
latoya found herself in an ________ situation.,amazing,outrageous,annoying
latoya made me feel ________.,sad,relieved,anxious
latoya told us all about the recent ________ events.,dreadful,terrifying,grim
leroy feels ________.,glad,enraged,devastated
leroy found himself in a ________ situation.,serious,horrible,threatening
leroy found himself in an ________ situation.,amazing,outrageous,annoying
leroy made me feel ________.,sad,relieved,anxious
leroy told us all about the recent ________ events.,outrageous,threatening,terrifying
malik feels ________.,glad,angry,scared
malik found himself in a ________ situation.,serious,horrible,great
malik found himself in an ________ situation.,amazing,outrageous,annoying
malik made me feel ________.,sad,relieved,anxious
malik told us all about the recent ________ events.,dreadful,terrifying,grim
melanie feels ________.,glad,angry,scared
melanie found herself in a ________ situation.,serious,horrible,threatening
melanie found herself in an ________ situation.,amazing,outrageous,annoying
melanie made me feel ________.,sad,relieved,anxious
melanie told us all about the recent ________ events.,dreadful,terrifying,grim
my aunt feels ________.,glad,depressed,furious
my aunt found herself in a ________ situation.,serious,horrible,threatening
my aunt found herself in an ________ situation.,amazing,outrageous,irritating
my aunt made me feel ________.,sad,relieved,anxious
my aunt told us all about the recent ________ events.,threatening,outrageous,gloomy
my boyfriend feels ________.,glad,depressed,furious
my boyfriend found himself in a ________ situation.,serious,horrible,great
my boyfriend found himself in an ________ situation.,amazing,outrageous,annoying
my boyfriend made me feel ________.,sad,relieved,anxious
my boyfriend told us all about the recent ________ events.,dreadful,terrifying,grim
my brother feels ________.,glad,angry,scared
my brother found himself in a ________ situation.,serious,great,horrible
my brother found himself in an ________ situation.,amazing,outrageous,annoying
my brother made me feel ________.,sad,relieved,anxious
my brother told us all about the recent ________ events.,dreadful,terrifying,grim
my dad feels ________.,glad,irritated,fearful
my dad found himself in a ________ situation.,serious,great,horrible
my dad found himself in an ________ situation.,amazing,outrageous,annoying
my dad made me feel ________.,sad,relieved,anxious
my dad told us all about the recent ________ events.,terrifying,grim,dreadful
my daughter feels ________.,glad,miserable,fearful
my daughter found herself in a ________ situation.,serious,horrible,great
my daughter found herself in an ________ situation.,amazing,outrageous,annoying
my daughter made me feel ________.,sad,relieved,anxious
my daughter told us all about the recent ________ events.,terrifying,grim,dreadful
my father feels ________.,glad,happy,sad
my father found himself in a ________ situation.,serious,great,horrible
my father found himself in an ________ situation.,amazing,outrageous,annoying
my father made me feel ________.,sad,relieved,anxious
my father told us all about the recent ________ events.,threatening,outrageous,grim
my girlfriend feels ________.,glad,depressed,furious
my girlfriend found herself in a ________ situation.,serious,horrible,threatening
my girlfriend found herself in an ________ situation.,amazing,outrageous,annoying
my girlfriend made me feel ________.,sad,relieved,anxious
my girlfriend told us all about the recent ________ events.,dreadful,grim,terrifying
my husband feels ________.,glad,excited,scared
my husband found himself in a ________ situation.,serious,horrible,grim
my husband found himself in an ________ situation.,amazing,outrageous,annoying
my husband made me feel ________.,sad,relieved,anxious
my husband told us all about the recent ________ events.,dreadful,grim,terrifying
my mom feels ________.,glad,irritated,fearful
my mom found herself in a ________ situation.,serious,horrible,threatening
my mom found herself in an ________ situation.,amazing,outrageous,annoying
my mom made me feel ________.,sad,relieved,anxious
my mom told us all about the recent ________ events.,dreadful,terrifying,grim
my mother feels ________.,glad,miserable,annoyed
my mother found herself in a ________ situation.,serious,horrible,great
my mother found herself in an ________ situation.,amazing,outrageous,annoying
my mother made me feel ________.,sad,relieved,anxious
my mother told us all about the recent ________ events.,dreadful,terrifying,grim
my sister feels ________.,glad,excited,scared
my sister found herself in a ________ situation.,serious,horrible,great
my sister found herself in an ________ situation.,amazing,outrageous,annoying
my sister made me feel ________.,sad,relieved,anxious
my sister told us all about the recent ________ events.,terrifying,grim,dreadful
my son feels ________.,glad,sad,angry
my son found himself in a ________ situation.,serious,great,horrible
my son found himself in an ________ situation.,amazing,outrageous,irritating
my son made me feel ________.,sad,relieved,anxious
my son told us all about the recent ________ events.,dreadful,grim,terrifying
my uncle feels ________.,glad,disappointed,depressed
my uncle found himself in a ________ situation.,serious,horrible,great
my uncle found himself in an ________ situation.,amazing,outrageous,annoying
my uncle made me feel ________.,sad,relieved,anxious
my uncle told us all about the recent ________ events.,dreadful,terrifying,grim
my wife feels ________.,glad,sad,angry
my wife found herself in a ________ situation.,serious,horrible,threatening
my wife found herself in an ________ situation.,amazing,outrageous,annoying
my wife made me feel ________.,sad,relieved,anxious
my wife told us all about the recent ________ events.,dreadful,terrifying,grim
nancy feels ________.,glad,irritated,fearful
nancy found herself in a ________ situation.,serious,horrible,threatening
nancy found herself in an ________ situation.,amazing,outrageous,annoying
nancy made me feel ________.,sad,relieved,anxious
nancy told us all about the recent ________ events.,outrageous,threatening,terrifying
nichelle feels ________.,glad,angry,scared
nichelle found herself in a ________ situation.,serious,horrible,threatening
nichelle found herself in an ________ situation.,amazing,outrageous,annoying
nichelle made me feel ________.,sad,relieved,anxious
nichelle told us all about the recent ________ events.,dreadful,terrifying,grim
roger feels ________.,glad,miserable,annoyed
roger found himself in a ________ situation.,serious,horrible,grim
roger found himself in an ________ situation.,amazing,outrageous,annoying
roger made me feel ________.,sad,relieved,anxious
roger told us all about the recent ________ events.,dreadful,terrifying,grim
ryan feels ________.,glad,irritated,fearful
ryan found himself in a ________ situation.,serious,horrible,threatening
ryan found himself in an ________ situation.,amazing,outrageous,annoying
ryan made me feel ________.,sad,relieved,anxious
ryan told us all about the recent ________ events.,threatening,outrageous,terrifying
shaniqua feels ________.,glad,angry,scared
shaniqua found herself in a ________ situation.,serious,horrible,threatening
shaniqua found herself in an ________ situation.,amazing,outrageous,annoying
shaniqua made me feel ________.,sad,relieved,anxious
shaniqua told us all about the recent ________ events.,dreadful,terrifying,grim
she feels ________.,glad,terrified,anxious
she found herself in a ________ situation.,serious,horrible,grim
she found herself in an ________ situation.,amazing,outrageous,annoying
she made me feel ________.,sad,relieved,anxious
she told us all about the recent ________ events.,dreadful,terrifying,grim
shereen feels ________.,glad,angry,scared
shereen found herself in a ________ situation.,serious,horrible,threatening
shereen found herself in an ________ situation.,amazing,outrageous,annoying
shereen made me feel ________.,sad,relieved,anxious
shereen told us all about the recent ________ events.,dreadful,terrifying,grim
stephanie feels ________.,glad,fearful,irritated
stephanie found herself in a ________ situation.,serious,horrible,threatening
stephanie found herself in an ________ situation.,amazing,outrageous,irritating
stephanie made me feel ________.,sad,relieved,anxious
stephanie told us all about the recent ________ events.,terrifying,grim,dreadful
tanisha feels ________.,glad,angry,scared
tanisha found herself in a ________ situation.,serious,horrible,threatening
tanisha found herself in an ________ situation.,amazing,outrageous,annoying
tanisha made me feel ________.,sad,relieved,anxious
tanisha told us all about the recent ________ events.,dreadful,terrifying,grim
terrence feels ________.,glad,angry,scared
terrence found himself in a ________ situation.,serious,horrible,great
terrence found himself in an ________ situation.,amazing,outrageous,annoying
terrence made me feel ________.,sad,relieved,anxious
terrence told us all about the recent ________ events.,dreadful,terrifying,grim
the conversation with adam was ________.,serious,horrible,funny
the conversation with alan was ________.,horrible,grim,shocking
the conversation with alonzo was ________.,serious,great,horrible
the conversation with alphonse was ________.,horrible,grim,shocking
the conversation with amanda was ________.,horrible,grim,shocking
the conversation with andrew was ________.,serious,horrible,funny
the conversation with betsy was ________.,horrible,shocking,grim
the conversation with courtney was ________.,serious,great,horrible
the conversation with darnell was ________.,serious,great,horrible
the conversation with ebony was ________.,horrible,serious,grim
the conversation with ellen was ________.,horrible,serious,grim
the conversation with frank was ________.,shocking,horrible,grim
the conversation with harry was ________.,shocking,horrible,grim
the conversation with heather was ________.,serious,horrible,funny
the conversation with her was ________.,horrible,serious,grim
the conversation with him was ________.,serious,horrible,funny
the conversation with jack was ________.,horrible,shocking,grim
the conversation with jamel was ________.,serious,great,horrible
the conversation with jasmine was ________.,serious,horrible,funny
the conversation with jerome was ________.,shocking,grim,horrible
the conversation with josh was ________.,serious,great,horrible
the conversation with justin was ________.,horrible,serious,grim
the conversation with katie was ________.,serious,horrible,funny
the conversation with kristin was ________.,serious,great,horrible
the conversation with lakisha was ________.,serious,great,horrible
the conversation with lamar was ________.,serious,great,horrible
the conversation with latisha was ________.,serious,great,horrible
the conversation with latoya was ________.,serious,great,horrible
the conversation with leroy was ________.,horrible,grim,shocking
the conversation with malik was ________.,serious,great,horrible
the conversation with melanie was ________.,serious,great,horrible
the conversation with my aunt was ________.,shocking,horrible,grim
the conversation with my boyfriend was ________.,horrible,serious,grim
the conversation with my brother was ________.,horrible,grim,shocking
the conversation with my dad was ________.,horrible,grim,shocking
the conversation with my daughter was ________.,horrible,grim,shocking
the conversation with my father was ________.,serious,horrible,funny
the conversation with my girlfriend was ________.,horrible,serious,grim
the conversation with my husband was ________.,serious,horrible,funny
the conversation with my mom was ________.,horrible,serious,funny
the conversation with my mother was ________.,horrible,serious,funny
the conversation with my sister was ________.,horrible,grim,shocking
the conversation with my son was ________.,serious,great,horrible
the conversation with my uncle was ________.,serious,horrible,funny
the conversation with my wife was ________.,horrible,serious,grim
the conversation with nancy was ________.,horrible,serious,grim
the conversation with nichelle was ________.,serious,great,horrible
the conversation with roger was ________.,serious,horrible,funny
the conversation with ryan was ________.,horrible,serious,grim
the conversation with shaniqua was ________.,serious,great,horrible
the conversation with shereen was ________.,serious,great,horrible
the conversation with stephanie was ________.,horrible,shocking,grim
the conversation with tanisha was ________.,serious,great,horrible
the conversation with terrence was ________.,serious,great,horrible
the conversation with this boy was ________.,horrible,serious,grim
the conversation with this girl was ________.,serious,horrible,great
the conversation with this man was ________.,serious,horrible,funny
the conversation with this woman was ________.,serious,great,horrible
the conversation with tia was ________.,serious,great,horrible
the conversation with torrance was ________.,serious,great,horrible
the situation makes adam feel ________.,sad,relieved,anxious
the situation makes alan feel ________.,sad,relieved,anxious
the situation makes alonzo feel ________.,sad,relieved,anxious
the situation makes alphonse feel ________.,sad,relieved,anxious
the situation makes amanda feel ________.,sad,relieved,anxious
the situation makes andrew feel ________.,sad,relieved,anxious
the situation makes betsy feel ________.,sad,relieved,anxious
the situation makes courtney feel ________.,sad,relieved,anxious
the situation makes darnell feel ________.,sad,relieved,anxious
the situation makes ebony feel ________.,sad,relieved,anxious
the situation makes ellen feel ________.,sad,relieved,anxious
the situation makes frank feel ________.,sad,relieved,anxious
the situation makes harry feel ________.,sad,relieved,anxious
the situation makes heather feel ________.,sad,relieved,anxious
the situation makes her feel ________.,sad,relieved,anxious
the situation makes him feel ________.,sad,relieved,anxious
the situation makes jack feel ________.,sad,relieved,anxious
the situation makes jamel feel ________.,sad,relieved,anxious
the situation makes jasmine feel ________.,sad,relieved,anxious
the situation makes jerome feel ________.,sad,relieved,anxious
the situation makes josh feel ________.,sad,relieved,anxious
the situation makes justin feel ________.,sad,relieved,anxious
the situation makes katie feel ________.,sad,relieved,anxious
the situation makes kristin feel ________.,sad,relieved,anxious
the situation makes lakisha feel ________.,sad,relieved,anxious
the situation makes lamar feel ________.,sad,relieved,anxious
the situation makes latisha feel ________.,sad,relieved,anxious
the situation makes latoya feel ________.,sad,relieved,anxious
the situation makes leroy feel ________.,sad,relieved,anxious
the situation makes malik feel ________.,sad,relieved,anxious
the situation makes melanie feel ________.,sad,relieved,anxious
the situation makes my aunt feel ________.,sad,relieved,anxious
the situation makes my boyfriend feel ________.,sad,relieved,anxious
the situation makes my brother feel ________.,sad,relieved,anxious
the situation makes my dad feel ________.,sad,relieved,anxious
the situation makes my daughter feel ________.,sad,relieved,anxious
the situation makes my father feel ________.,sad,relieved,anxious
the situation makes my girlfriend feel ________.,sad,relieved,anxious
the situation makes my husband feel ________.,sad,relieved,anxious
the situation makes my mom feel ________.,sad,relieved,anxious
the situation makes my mother feel ________.,sad,relieved,anxious
the situation makes my sister feel ________.,sad,relieved,anxious
the situation makes my son feel ________.,sad,relieved,anxious
the situation makes my uncle feel ________.,sad,relieved,anxious
the situation makes my wife feel ________.,sad,relieved,anxious
the situation makes nancy feel ________.,sad,relieved,anxious
the situation makes nichelle feel ________.,sad,relieved,anxious
the situation makes roger feel ________.,sad,relieved,anxious
the situation makes ryan feel ________.,sad,relieved,anxious
the situation makes shaniqua feel ________.,sad,relieved,anxious
the situation makes shereen feel ________.,sad,relieved,anxious
the situation makes stephanie feel ________.,sad,relieved,anxious
the situation makes tanisha feel ________.,sad,relieved,anxious
the situation makes terrence feel ________.,sad,relieved,anxious
the situation makes this boy feel ________.,sad,relieved,anxious
the situation makes this girl feel ________.,sad,relieved,anxious
the situation makes this man feel ________.,sad,relieved,anxious
the situation makes this woman feel ________.,sad,anxious,relieved
the situation makes tia feel ________.,sad,relieved,anxious
the situation makes torrance feel ________.,sad,relieved,anxious
this boy feels ________.,glad,anxious,terrified
this boy found himself in a ________ situation.,serious,horrible,great
this boy found himself in an ________ situation.,amazing,outrageous,irritating
this boy made me feel ________.,sad,relieved,anxious
this boy told us all about the recent ________ events.,dreadful,terrifying,grim
this girl feels ________.,glad,excited,scared
this girl found herself in a ________ situation.,serious,horrible,great
this girl found herself in an ________ situation.,amazing,outrageous,annoying
this girl made me feel ________.,sad,relieved,anxious
this girl told us all about the recent ________ events.,dreadful,terrifying,grim
this man feels ________.,glad,scared,angry
this man found himself in a ________ situation.,serious,horrible,threatening
this man found himself in an ________ situation.,amazing,outrageous,annoying
this man made me feel ________.,sad,relieved,anxious
this man told us all about the recent ________ events.,dreadful,terrifying,grim
this woman feels ________.,glad,angry,sad
this woman found herself in a ________ situation.,serious,horrible,threatening
this woman found herself in an ________ situation.,amazing,outrageous,irritating
this woman made me feel ________.,sad,relieved,anxious
this woman told us all about the recent ________ events.,dreadful,terrifying,grim
tia feels ________.,glad,angry,scared
tia found herself in a ________ situation.,serious,horrible,threatening
tia found herself in an ________ situation.,amazing,outrageous,annoying
tia made me feel ________.,sad,relieved,anxious
tia told us all about the recent ________ events.,dreadful,terrifying,grim
torrance feels ________.,glad,angry,scared
torrance found himself in a ________ situation.,serious,horrible,great
torrance found himself in an ________ situation.,amazing,outrageous,annoying
torrance made me feel ________.,sad,relieved,anxious
torrance told us all about the recent ________ events.,dreadful,terrifying,grim
